,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,39,1:50.417,165.137,21:24:14
20,2,Kevin Magnussen,McLaren Mercedes,48,1:51.639,163.330,21:42:07
26,3,Daniil Kvyat,STR Renault,45,1:51.761,163.151,21:36:29
25,4,Jean-Eric Vergne,STR Renault,48,1:51.937,162.895,21:41:59
11,5,Sergio Perez,Force India Mercedes,46,1:52.007,162.793,21:38:23
14,6,Fernando Alonso,Ferrari,27,1:52.115,162.636,20:56:09
77,7,Valtteri Bottas,Williams Mercedes,25,1:52.515,162.058,20:52:50
1,8,Sebastian Vettel,Red Bull Racing Renault,27,1:52.519,162.052,20:56:14
3,9,Daniel Ricciardo,Red Bull Racing Renault,30,1:52.569,161.980,21:02:01
27,10,Nico Hulkenberg,Force India Mercedes,27,1:52.762,161.703,20:56:59
7,11,Kimi Räikkönen,Ferrari,28,1:52.872,161.545,20:58:25
13,12,Pastor Maldonado,Lotus Renault,26,1:53.213,161.059,20:55:29
19,13,Felipe Massa,Williams Mercedes,27,1:53.283,160.959,20:56:31
17,14,Jules Bianchi,Marussia Ferrari,47,1:53.538,160.598,21:40:33
8,15,Romain Grosjean,Lotus Renault,25,1:53.543,160.591,20:53:18
22,16,Jenson Button,McLaren Mercedes,16,1:53.707,160.359,20:35:22
4,17,Max Chilton,Marussia Ferrari,43,1:53.807,160.218,21:33:17
99,18,Adrian Sutil,Sauber Ferrari,10,1:53.948,160.020,20:24:08
9,19,Marcus Ericsson,Caterham Renault,14,1:55.416,157.985,20:32:24
21,20,Esteban Gutierrez ,Sauber Ferrari,6,1:55.684,157.619,20:15:53
6,21,Nico Rosberg,Mercedes,5,1:56.769,156.154,20:14:10
