,Position,Driver,Car,Laps,Time,Points
9,1,Graham Hill,Lotus Ford,80,2:00:32.300,9
15,2,Richard Attwood,BRM,80,+2.200s,6
7,3,Lucien Bianchi,Cooper BRM,76,+4 laps,4
6,4,Ludovico Scarfiotti,Cooper BRM,76,+4 laps,3
12,5,Denny Hulme,McLaren Ford,73,+7 laps,2
8,NC,John Surtees,Honda,16,DNF,0
4,NC,Pedro Rodriguez,BRM,16,DNF,0
16,NC,Piers   Courage,BRM,12,DNF,0
1,NC,Jean-Pierre Beltoise,Matra,11,DNF,0
17,NC,Jo Siffert,Lotus Ford,11,DNF,0
19,NC,Dan Gurney,Eagle Weslake,9,DNF,0
3,NC,Jochen Rindt,Brabham Repco,8,DNF,0
2,NC,Jack Brabham,Brabham Repco,7,DNF,0
11,NC,Johnny  Servoz-Gavin ,Matra Ford,3,DNF,0
10,NC,Jackie Oliver,Lotus Ford,0,DNF,0
14,NC,Bruce McLaren,McLaren Ford,0,DNF,0
