,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,53,1:27:31.194,25
33,2,Max Verstappen,Red Bull Racing TAG Heuer,53,+1.211s,18
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,53,+9.679s,15
77,4,Valtteri Bottas,Mercedes,53,+10.580s,12
7,5,Kimi Räikkönen,Ferrari,53,+32.622s,10
31,6,Esteban Ocon,Force India Mercedes,53,+67.788s,8
11,7,Sergio Perez,Force India Mercedes,53,+71.424s,6
20,8,Kevin Magnussen,Haas Ferrari,53,+88.953s,4
8,9,Romain Grosjean,Haas Ferrari,53,+89.883s,2
19,10,Felipe Massa,Williams Mercedes,52,+1 lap,1
14,11,Fernando Alonso,McLaren Honda,52,+1 lap,0
30,12,Jolyon Palmer,Renault,52,+1 lap,0
10,13,Pierre Gasly,Toro Rosso,52,+1 lap,0
2,14,Stoffel Vandoorne,McLaren Honda,52,+1 lap,0
94,15,Pascal Wehrlein,Sauber Ferrari,51,+2 laps,0
18,NC,Lance Stroll,Williams Mercedes,45,DNF,0
27,NC,Nico Hulkenberg,Renault,40,DNF,0
9,NC,Marcus Ericsson,Sauber Ferrari,7,DNF,0
5,NC,Sebastian Vettel,Ferrari,4,DNF,0
55,NC,Carlos Sainz,Toro Rosso,0,DNF,0
