,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:27.319
5,2,Sebastian Vettel,Ferrari,1:27.791
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:28.306
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:28.332
31,5,Esteban Ocon,Force India Mercedes,1:29.111
77,6,Valtteri Bottas,Mercedes,1:27.651
11,7,Sergio Perez,Force India Mercedes,1:29.260
19,8,Felipe Massa,Williams Mercedes,1:29.480
2,9,Stoffel Vandoorne,McLaren Honda,1:29.778
7,10,Kimi Räikkönen,Ferrari,1:28.498
27,11,Nico Hulkenberg,Renault,1:29.879
20,12,Kevin Magnussen,Haas Ferrari,1:29.972
8,13,Romain Grosjean,Haas Ferrari,1:30.849
10,14,Pierre Gasly,Toro Rosso,1:31.317
18,15,Lance Stroll,Williams Mercedes,1:31.409
9,16,Marcus Ericsson,Sauber Ferrari,1:31.597
94,17,Pascal Wehrlein,Sauber Ferrari,1:31.885
30,18,Jolyon Palmer,Renault,1:30.022
55,19,Carlos Sainz,Toro Rosso,1:30.413
14,20,Fernando Alonso,McLaren Honda,1:30.687
