,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:29.047,1:27.819,1:27.319,18
77,2,Valtteri Bottas,Mercedes,1:29.332,1:28.543,1:27.651,17
5,3,Sebastian Vettel,Ferrari,1:29.352,1:28.225,1:27.791,19
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:29.475,1:28.935,1:28.306,13
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:29.181,1:28.747,1:28.332,12
7,6,Kimi Räikkönen,Ferrari,1:29.163,1:29.079,1:28.498,15
31,7,Esteban Ocon,Force India Mercedes,1:30.115,1:29.199,1:29.111,16
11,8,Sergio Perez,Force India Mercedes,1:29.696,1:29.343,1:29.260,17
19,9,Felipe Massa,Williams Mercedes,1:30.352,1:29.687,1:29.480,16
14,10,Fernando Alonso,McLaren Honda,1:30.525,1:29.749,1:30.687,13
2,11,Stoffel Vandoorne,McLaren Honda,1:30.654,1:29.778,,11
27,12,Nico Hulkenberg,Renault,1:30.252,1:29.879,,10
20,13,Kevin Magnussen,Haas Ferrari,1:30.774,1:29.972,,11
30,14,Jolyon Palmer,Renault,1:30.516,1:30.022,,10
55,15,Carlos Sainz,Toro Rosso,1:30.565,1:30.413,,11
8,16,Romain Grosjean,Haas Ferrari,1:30.849,,,5
10,17,Pierre Gasly,Toro Rosso,1:31.317,,,7
18,18,Lance Stroll,Williams Mercedes,1:31.409,,,6
9,19,Marcus Ericsson,Sauber Ferrari,1:31.597,,,7
94,20,Pascal Wehrlein,Sauber Ferrari,1:31.885,,,7
