,Position,Driver,Car,Laps,Time,Points
11,1,Jody Scheckter,Ferrari,50,1:22:00.220,9
12,2,Gilles Villeneuve,Ferrari,50,+0.460s,6
28,3,Clay Regazzoni,Williams Ford,50,+4.780s,4
5,4,Niki Lauda,Brabham Alfa Romeo,50,+54.400s,3
1,5,Mario Andretti,Lotus Ford,50,+59.700s,2
4,6,Jean-Pierre Jarier,Tyrrell Ford,50,+61.550s,1
2,7,Carlos Reutemann,Lotus Ford,50,+84.140s,0
14,8,Emerson Fittipaldi,Fittipaldi Ford,49,+1 lap,0
27,9,Alan  Jones,Williams Ford,49,+1 lap,0
3,10,Didier Pironi,Tyrrell Ford,49,+1 lap,0
9,11,Hans-Joachim Stuck,ATS Ford,49,+1 lap,0
36,12,Vittorio Brambilla,Alfa Romeo,49,+1 lap,0
29,13,Riccardo Patrese,Arrows Ford,47,+3 laps,0
15,14,Jean-Pierre Jabouille,Renault,45,DNF,0
26,NC,Jacques Laffite,Ligier Ford,41,DNF,0
20,NC,Keke Rosberg,Wolf Ford,41,DNF,0
25,NC,Jacky Ickx,Ligier Ford,40,DNF,0
18,NC,Elio de Angelis,Shadow Ford,33,DNF,0
35,NC,Bruno Giacomelli,Alfa Romeo,28,DNF,0
7,NC,John Watson,McLaren Ford,13,DNF,0
16,NC,Rene Arnoux,Renault,13,DNF,0
8,NC,Patrick Tambay,McLaren Ford,3,DNF,0
30,NC,Jochen Mass,Arrows Ford,3,DNF,0
6,NC,Nelson Piquet,Brabham Alfa Romeo,1,DNF,0
