,Position,Driver,Car,Time
15,1,Jean-Pierre Jabouille,Renault,1:34.580
16,2,Rene Arnoux,Renault,1:34.704
11,3,Jody Scheckter,Ferrari,1:34.830
27,4,Alan  Jones,Williams Ford,1:34.914
12,5,Gilles Villeneuve,Ferrari,1:34.989
28,6,Clay Regazzoni,Williams Ford,1:35.333
26,7,Jacques Laffite,Ligier Ford,1:35.443
6,8,Nelson Piquet,Brabham Ford,1:35.587
5,9,Niki Lauda,Brabham Ford,1:36.219
1,10,Mario Andretti,Lotus Ford,1:36.655
25,11,Jacky Ickx,Ligier Ford,1:37.114
3,12,Didier Pironi,Tyrrell Ford,1:37.181
2,13,Carlos Reutemann,Lotus Ford,1:37.202
8,14,Patrick Tambay,McLaren Ford,1:37.231
9,15,Hans-Joachim Stuck,ATS Ford,1:37.297
4,16,Jean-Pierre Jarier,Tyrrell Ford,1:37.581
29,17,Riccardo Patrese,Arrows Ford,1:37.674
35,18,Bruno Giacomelli,Alfa Romeo,1:38.053
7,19,John Watson,McLaren Ford,1:38.093
14,20,Emerson Fittipaldi,Fittipaldi Ford,1:38.136
30,21,Jochen Mass,Arrows Ford,1:38.163
36,22,Vittorio Brambilla,Alfa Romeo,1:38.601
20,23,Keke Rosberg,Wolf Ford,1:38.854
18,24,Elio de Angelis,Shadow Ford,1:39.149
