,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,68,1:09.298,224.733
2,2,Rubens Barrichello,Ferrari,57,1:09.320,224.662
6,3,Juan Pablo Montoya,Williams BMW,70,1:09.853,222.948
5,4,Ralf Schumacher,Williams BMW,66,1:09.862,222.919
11,5,Jacques Villeneuve,BAR Honda,52,1:10.823,219.894
20,6,Heinz-Harald Frentzen,Arrows Cosworth,67,1:11.201,218.727
15,7,Jenson Button,Renault,68,1:11.209,218.702
3,8,David Coulthard,McLaren Mercedes,69,1:11.223,218.659
9,9,Giancarlo Fisichella,Jordan Honda,66,1:11.284,218.472
25,10,Allan McNish,Toyota,67,1:11.456,217.946
24,11,Mika Salo,Toyota,64,1:11.591,217.535
23,12,Mark Webber,Minardi Asiatech,67,1:11.819,216.845
7,13,Nick Heidfeld,Sauber Petronas,20,1:12.180,215.760
12,14,Olivier Panis,BAR Honda,22,1:12.594,214.530
16,15,Eddie Irvine,Jaguar Cosworth,22,1:12.602,214.506
14,16,Jarno Trulli,Renault,40,1:12.626,214.435
10,17,Takuma Sato,Jordan Honda,20,1:13.119,212.989
4,18,Kimi Räikkönen,McLaren Mercedes,5,1:14.028,210.374
8,19,Felipe Massa,Sauber Petronas,6,1:14.052,210.306
22,20,Alex Yoong,Minardi Asiatech,22,1:14.441,209.207
21,21,Enrique Bernoldi,Arrows Cosworth,2,1:21.891,190.174
