,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:37.642,17
4,2,Lewis Hamilton,McLaren Mercedes,+0.527s,12
3,3,Jenson Button,McLaren Mercedes,+0.869s,13
10,4,Romain Grosjean,Lotus Renault,+0.940s,16
9,5,Kimi Räikkönen,Lotus Renault,+1.024s,18
5,6,Fernando Alonso,Ferrari,+1.063s,12
2,7,Mark Webber,Red Bull Racing Renault,+1.124s,7
6,8,Felipe Massa,Ferrari,+1.149s,13
18,9,Pastor Maldonado,Williams Renault,+1.191s,16
12,10,Nico Hulkenberg,Force India Mercedes,+1.290s,17
15,11,Sergio Perez,Sauber Ferrari,+1.312s,17
8,12,Nico Rosberg,Mercedes,+1.368s,20
7,13,Michael Schumacher,Mercedes,+1.508s,18
11,14,Paul di Resta,Force India Mercedes,+1.514s,18
14,15,Kamui Kobayashi,Sauber Ferrari,+1.703s,14
17,16,Jean-Eric Vergne,STR Ferrari,+1.806s,17
16,17,Daniel Ricciardo,STR Ferrari,+1.895s,18
19,18,Bruno Senna,Williams Renault,+2.064s,18
21,19,Vitaly Petrov,Caterham Renault,+3.472s,14
20,20,Heikki Kovalainen,Caterham Renault,+3.795s,19
25,21,Charles Pic,Marussia Cosworth,+4.042s,16
24,22,Timo Glock,Marussia Cosworth,+4.420s,15
23,23,Narain Karthikeyan,HRT Cosworth,+5.203s,15
22,24,Pedro de la Rosa,HRT Cosworth,+5.240s,14
