,Position,Driver,Car,Time / Gap,Laps
4,1,Lewis Hamilton,McLaren Mercedes,1:39.148,23
5,2,Fernando Alonso,Ferrari,+0.302s,21
2,3,Mark Webber,Red Bull Racing Renault,+0.427s,21
6,4,Felipe Massa,Ferrari,+0.706s,23
1,5,Sebastian Vettel,Red Bull Racing Renault,+0.940s,21
7,6,Michael Schumacher,Mercedes,+1.073s,21
8,7,Nico Rosberg,Mercedes,+1.248s,24
10,8,Romain Grosjean,Lotus Renault,+1.274s,22
11,9,Paul di Resta,Force India Mercedes,+1.292s,19
3,10,Jenson Button,McLaren Mercedes,+1.332s,21
9,11,Kimi Räikkönen,Lotus Renault,+1.781s,14
18,12,Pastor Maldonado,Williams Renault,+1.900s,25
12,13,Jules Bianchi,Force India Mercedes,+1.992s,21
14,14,Kamui Kobayashi,Sauber Ferrari,+2.072s,19
15,15,Sergio Perez,Sauber Ferrari,+2.366s,20
16,16,Daniel Ricciardo,STR Ferrari,+2.448s,23
17,17,Jean-Eric Vergne,STR Ferrari,+2.873s,25
19,18,Valtteri Bottas,Williams Renault,+2.879s,23
20,19,Heikki Kovalainen,Caterham Renault,+2.956s,24
24,20,Timo Glock,Marussia Cosworth,+3.027s,13
25,21,Charles Pic,Marussia Cosworth,+3.558s,22
21,22,Giedo van der Garde,Caterham Renault,+3.672s,19
22,23,Pedro de la Rosa,HRT Cosworth,+5.369s,23
23,24,Dani Clos,HRT Cosworth,+6.587s,22
