,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:38.832,33
2,2,Mark Webber,Red Bull Racing Renault,+0.032s,33
5,3,Fernando Alonso,Ferrari,+0.328s,28
3,4,Jenson Button,McLaren Mercedes,+0.387s,29
7,5,Michael Schumacher,Mercedes,+0.498s,31
6,6,Felipe Massa,Ferrari,+0.590s,30
8,7,Nico Rosberg,Mercedes,+0.752s,36
4,8,Lewis Hamilton,McLaren Mercedes,+0.885s,25
12,9,Nico Hulkenberg,Force India Mercedes,+0.907s,33
9,10,Kimi Räikkönen,Lotus Renault,+1.007s,26
10,11,Romain Grosjean,Lotus Renault,+1.125s,28
19,12,Bruno Senna,Williams Renault,+1.257s,32
11,13,Paul di Resta,Force India Mercedes,+1.280s,34
14,14,Kamui Kobayashi,Sauber Ferrari,+1.613s,28
15,15,Sergio Perez,Sauber Ferrari,+1.913s,11
17,16,Jean-Eric Vergne,STR Ferrari,+1.957s,31
16,17,Daniel Ricciardo,STR Ferrari,+2.165s,32
18,18,Pastor Maldonado,Williams Renault,+2.368s,33
20,19,Heikki Kovalainen,Caterham Renault,+2.770s,23
24,20,Timo Glock,Marussia Cosworth,+3.764s,28
25,21,Charles Pic,Marussia Cosworth,+4.234s,21
21,22,Vitaly Petrov,Caterham Renault,+4.235s,22
23,23,Narain Karthikeyan,HRT Cosworth,+5.037s,36
22,24,Pedro de la Rosa,HRT Cosworth,+5.701s,24
