,Position,Driver,Car,Laps,Time,Points
11,1,James Hunt,McLaren Ford,54,1:40:58.600,9
4,2,Patrick Depailler,Tyrrell Ford,54,+12.700s,6
28,3,John Watson,Penske Ford,54,+23.550s,4
8,4,Carlos Pace,Brabham Alfa Romeo,54,+24.820s,3
5,5,Mario Andretti,Lotus Ford,54,+43.920s,2
3,6,Jody Scheckter,Tyrrell Ford,54,+55.070s,1
34,7,Hans-Joachim Stuck,March Ford,54,+81.550s,0
16,8,Tom Pryce,Shadow Ford,54,+90.670s,0
35,9,Arturo Merzario,March Ford,54,+113.570s,0
20,10,Jacky Ickx,Wolf-Williams,53,+1 lap,0
7,11,Carlos Reutemann,Brabham Alfa Romeo,53,+1 lap,0
17,12,Jean-Pierre Jarier,Shadow Ford,53,+1 lap,0
21,13,Michel Leclere,Wolf-Williams,53,+1 lap,0
26,14,Jacques Laffite,Ligier Matra,53,+1 lap,0
12,15,Jochen Mass,McLaren Ford,53,+1 lap,0
18,16,Brett Lunger,Surtees Ford,53,+1 lap,0
25,17,Guy Edwards,Hesketh Ford,53,+1 lap,0
22,18,Patrick Neve,Ensign Ford,53,+1 lap,0
10,19,Ronnie Peterson,March Ford,51,DNF,0
19,NC,Alan  Jones,Surtees Ford,44,DNF,0
9,NC,Vittorio Brambilla,March Ford,28,DNF,0
30,NC,Emerson Fittipaldi,Fittipaldi Ford,21,DNF,0
38,NC,Henri Pescarolo,Surtees Ford,19,DNF,0
2,NC,Clay Regazzoni,Ferrari,17,DNF,0
1,NC,Niki Lauda,Ferrari,8,DNF,0
6,NC,Gunnar Nilsson,Lotus Ford,8,DNF,0
24,NC,Harald Ertl,Hesketh Ford,4,DNF,0
