,Position,Driver,Car,Time
6,1,Eddie  Sachs,Ewing Offenhauser,4:05.580
4,2,Jim Rathmann,Watson Offenhauser,4:05.950
1,3,Rodger Ward,Watson Offenhauser,4:07.320
97,4,Dick Rathmann,Watson Offenhauser,4:07.350
9,5,Len  Sutton,Watson Offenhauser,4:07.520
28,6,Troy Ruttman,Watson Offenhauser,4:07.650
22,7,Eddie Johnson,Watson Offenhauser,4:08.270
7,8,Don  Branson,Phillips Offenhauser,4:08.700
65,9,Chuck  Stevenson,Watson Offenhauser,4:08.850
10,10,Jimmy Bryan,Epperly Offenhauser,4:09.080
73,11,Don  Freeland,Kurtis Kraft Offenhauser,4:09.390
98,12,Lloyd  Ruby ,Watson Offenhauser,4:09.640
8,13,Johnny  Boyd,Epperly Offenhauser,4:10.400
38,14,Bob  Christie,Kurtis Kraft Offenhauser,4:10.630
32,15,Wayne  Weiler,Epperly Offenhauser,4:10.850
5,16,Anthony Joseph Foyt,Epperly Offenhauser,4:10.930
3,17,Johnny Thomson,Kurtis Kraft Offenhauser,4:05.830
2,18,Tony  Bettenhausen,Watson Offenhauser,4:07.910
26,19,Shorty  Templeman,Kurtis Kraft Offenhauser,4:10.250
37,20,Gene Force,Kurtis Kraft Offenhauser,4:10.920
14,21,Bobby  Grim,Meskowski Offenhauser,4:11.470
27,22,Red  Amick,Epperly Offenhauser,4:11.600
56,23,Jim  Hurtubise,Christensen Offenhauser,4:01.520
48,24,Gene Hartley,Kurtis Kraft Offenhauser,4:10.180
44,25,Bob  Veith,Meskowski Offenhauser,4:11.110
99,26,Paul Goldsmith,Epperly Offenhauser,4:12.130
17,27,Duane Carter,Kuzma Offenhauser,4:12.870
18,28,Bud  Tingelstad,Watson Offenhauser,4:12.890
46,29,Eddie  Russo,Kurtis Kraft Offenhauser,4:13.160
76,30,Al  Herman,Ewing Offenhauser,4:13.810
39,31,Bill Homeier,Kuzma Offenhauser,4:14.870
16,32,Jim  McWithey,Epperly Offenhauser,4:16.450
23,33,Dempsey  Wilson,Kurtis Kraft Offenhauser,4:11.370
