,Position,Driver,Car,Laps,Time,Points
4,1,Jim Rathmann,Watson Offenhauser,200,3:36:11.360,8
1,2,Rodger Ward,Watson Offenhauser,200,+12.749s,6
99,3,Paul Goldsmith,Epperly Offenhauser,200,OK,4
7,4,Don  Branson,Phillips Offenhauser,200,OK,3
3,5,Johnny Thomson,Lesovsky Offenhauser,200,OK,2
22,6,Eddie Johnson,Trevis Offenhauser,200,OK,1
98,7,Lloyd  Ruby ,Watson Offenhauser,200,OK,0
44,8,Bob  Veith,Meskowski Offenhauser,200,OK,0
18,9,Bud  Tingelstad,Trevis Offenhauser,200,OK,0
38,10,Bob  Christie,Kurtis Kraft Offenhauser,200,OK,0
27,11,Red  Amick,Epperly Offenhauser,200,OK,0
17,12,Duane Carter,Kuzma Offenhauser,200,OK,0
39,13,Bill Homeier,Kuzma Offenhauser,200,OK,0
48,14,Gene Hartley,Kurtis Kraft Offenhauser,196,+4 laps,0
65,15,Chuck  Stevenson,Watson Offenhauser,196,+4 laps,0
14,16,Bobby  Grim,Meskowski Offenhauser,194,+6 laps,0
26,17,Shorty  Templeman,Kurtis Kraft Offenhauser,191,+9 laps,0
56,18,Jim  Hurtubise,Christensen Offenhauser,185,DNF,0
10,19,Jimmy Bryan,Epperly Offenhauser,152,DNF,0
28,20,Troy Ruttman,Watson Offenhauser,134,DNF,0
6,21,Eddie  Sachs,Ewing Offenhauser,132,DNF,0
73,22,Don  Freeland,Kurtis Kraft Offenhauser,129,DNF,0
2,23,Tony  Bettenhausen,Watson Offenhauser,125,DNF,0
32,24,Wayne  Weiler,Epperly Offenhauser,103,DNF,0
5,25,Anthony Joseph Foyt,Kurtis Kraft Offenhauser,90,DNF,0
46,26,Eddie  Russo,Kurtis Kraft Offenhauser,84,DNF,0
8,27,Johnny  Boyd,Epperly Offenhauser,77,DNF,0
37,28,Gene Force,Kurtis Kraft Offenhauser,74,DNF,0
16,29,Jim  McWithey,Epperly Offenhauser,60,DNF,0
9,30,Len  Sutton,Watson Offenhauser,47,DNF,0
97,31,Dick Rathmann,Watson Offenhauser,42,DNF,0
76,32,Al  Herman,Ewing Offenhauser,34,DNF,0
23,33,Dempsey  Wilson,Kurtis Kraft Offenhauser,11,DNF,0
