,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:19.700
1,2,Ronnie Peterson,Lotus Ford,1:19.700
3,3,Jody Scheckter,Tyrrell Ford,1:20.100
7,4,Carlos Reutemann,Brabham Ford,1:20.200
16,5,Tom Pryce,Shadow Ford,1:20.300
24,6,James Hunt,March Ford,1:20.300
11,7,Clay Regazzoni,Ferrari,1:20.300
5,8,Emerson Fittipaldi,McLaren Ford,1:20.500
9,9,Hans-Joachim Stuck,March Ford,1:20.700
4,10,Patrick Depailler,Tyrrell Ford,1:20.800
33,11,Mike Hailwood,McLaren Ford,1:21.200
2,12,Jacky Ickx,Lotus Ford,1:21.200
28,13,John Watson,Brabham Ford,1:21.300
37,14,Francois  Migault,BRM,1:21.400
20,15,Arturo Merzario,Iso Marlboro Ford,1:21.600
17,16,Jean-Pierre Jarier,Shadow Ford,1:21.600
19,17,Jochen Mass,Surtees Ford,1:21.600
10,18,Vittorio Brambilla,March Ford,1:21.600
6,19,Denny Hulme,McLaren Ford,1:21.700
8,20,Carlos Pace,Brabham Ford,1:21.700
27,21,Peter  Gethin ,Lola Ford,1:21.700
26,22,Graham Hill,Lola Ford,1:21.900
14,23,Jean-Pierre Beltoise,BRM,1:22.100
15,24,Henri Pescarolo,BRM,1:22.200
23,25,Tim   Schenken,Trojan Ford,1:22.400
