,Position,Driver,Car,Time
23,1,Jerry  Hoyt,Stevens Offenhauser,4:17.060
10,2,Tony  Bettenhausen,Kurtis Kraft Offenhauser,4:17.170
3,3,Jack McGrath,Kurtis Kraft Offenhauser,4:12.490
14,4,Fred Agabashian,Kurtis Kraft Offenhauser,4:13.640
4,5,Bill  Vukovich ,Kurtis Kraft Offenhauser,4:15.190
8,6,Sam Hanks,Kurtis Kraft Offenhauser,4:16.800
77,7,Walt  Faulkner,Kurtis Kraft Offenhauser,4:17.580
19,8,Andy Linden,Kurtis Kraft Offenhauser,4:18.810
22,9,Cal  Niday,Kurtis Kraft Offenhauser,4:16.590
15,10,Jimmy Davies,Kurtis Kraft Offenhauser,4:16.640
1,11,Jimmy Bryan,Kuzma Offenhauser,4:16.850
89,12,Pat Flaherty,Kurtis Kraft Offenhauser,4:16.870
37,13,Eddie  Russo,Pawl Offenhauser,4:16.930
6,14,Bob Sweikert,Kurtis Kraft Offenhauser,4:17.150
5,15,Jimmy Reece,Pankratz Offenhauser,4:17.160
71,16,Al  Herman,Kurtis Kraft Offenhauser,4:17.490
48,17,Jimmy  Daywalt,Kurtis Kraft Offenhauser,4:18.220
98,18,Duane Carter,Kuzma Offenhauser,4:18.380
29,19,Pat  O'Connor,Kurtis Kraft Offenhauser,4:18.630
33,20,Jim Rathmann,Epperly Offenhauser,4:19.540
12,21,Don  Freeland,Phillips Offenhauser,4:17.390
42,22,Al  Keller,Kurtis Kraft Offenhauser,4:17.970
49,23,Ray  Crawford,Kurtis Kraft Offenhauser,4:18.610
99,24,Art Cross,Kurtis Kraft Offenhauser,4:19.460
41,25,Chuck  Weyant,Kurtis Kraft Offenhauser,4:20.750
39,26,Johnny  Boyd,Kurtis Kraft Offenhauser,4:22.810
16,27,Johnnie  Parsons,Kurtis Kraft Offenhauser,4:23.140
31,28,Keith  Andrews,Schroeder Offenhauser,4:24.610
68,29,Ed  Elisian,Kurtis Kraft Offenhauser,4:26.010
27,30,Rodger Ward,Kuzma Offenhauser,4:26.570
81,31,Shorty  Templeman,Trevis Offenhauser,4:26.640
83,32,Eddie Johnson,Trevis Offenhauser,4:27.760
44,33,Johnny Thomson,Kuzma Offenhauser,4:28.430
