,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Sauber Ferrari,1:34.577,8
9,2,Marcus Ericsson,Sauber Ferrari,+0.423s,9
35,3,Sergey Sirotkin,Williams Mercedes,+0.757s,9
5,4,Sebastian Vettel,Ferrari,+0.996s,5
10,5,Pierre Gasly,Scuderia Toro Rosso Honda,+1.082s,6
28,6,Brendon Hartley,Scuderia Toro Rosso Honda,+1.574s,6
27,7,Nico Hulkenberg,Renault,+2.296s,4
7,8,Kimi Räikkönen,Ferrari,+3.178s,4
18,9,Lance Stroll,Williams Mercedes,+3.816s,7
8,10,Romain Grosjean,Haas Ferrari,,2
20,11,Kevin Magnussen,Haas Ferrari,,2
33,12,Max Verstappen,Red Bull Racing TAG Heuer,,1
14,13,Fernando Alonso,McLaren Renault,,1
2,14,Stoffel Vandoorne,McLaren Renault,,2
3,15,Daniel Ricciardo,Red Bull Racing TAG Heuer,,1
55,16,Carlos Sainz,Renault,,2
77,17,Valtteri Bottas,Mercedes,,2
31,18,Esteban Ocon,Force India Mercedes,,2
11,19,Sergio Perez,Force India Mercedes,,1
44,20,Lewis Hamilton,Mercedes,,2
