,Position,Driver,Car,Time
12,1,Chris Amon,Matra,1:22.400
3,2,Jacky Ickx,Ferrari,1:22.820
20,3,Jo Siffert,BRM,1:23.030
19,4,Howden  Ganley ,BRM,1:23.150
2,5,Francois  Cevert ,Tyrrell Ford,1:23.410
25,6,Ronnie Peterson,March Alfa Romeo,1:23.460
30,7,Jackie Stewart,Tyrrell Ford,1:23.610
4,8,Clay Regazzoni,Ferrari,1:23.690
11,9,Tim   Schenken,Brabham Ford,1:23.730
16,10,Henri Pescarolo,March Ford,1:23.770
18,11,Peter  Gethin ,BRM,1:23.880
21,12,Helmut  Marko ,BRM,1:23.960
14,13,Jackie Oliver,McLaren Ford,1:24.090
10,14,Graham Hill,Brabham Ford,1:24.270
7,15,John Surtees,Surtees Ford,1:24.450
24,16,Mike  Beuttler ,March Alfa Romeo,1:25.010
9,17,Mike Hailwood,Surtees Ford,1:25.170
5,18,Emerson Fittipaldi,Lotus Pratt & Whitney,1:25.180
22,19,Nanni  Galli ,March Alfa Romeo,1:25.190
23,20,Andrea de Adamich ,March Alfa Romeo,1:25.780
28,21,Jo Bonnier,McLaren Ford,1:26.140
27,22,Silvio  Moser ,Bellasi Ford,1:26.540
8,23,Rolf Stommelen,Surtees Ford,1:27.920
26,24,Jean-Pierre Jarier,March Ford,1:28.190
