,Position,Driver,Car,Time
12,1,Pat  O'Connor,Kurtis Kraft Offenhauser,4:10.090
88,2,Eddie  Sachs,Kuzma Offenhauser,4:10.310
52,3,Troy Ruttman,Watson Offenhauser,4:12.150
14,4,Fred Agabashian,Kurtis Kraft Offenhauser,4:12.530
6,5,Johnny  Boyd,Kurtis Kraft Offenhauser,4:13.340
5,6,Jimmy Reece,Kurtis Kraft Offenhauser,4:13.510
83,7,Ed  Elisian,Kurtis Kraft Offenhauser,4:13.920
16,8,Al  Keller,Kurtis Kraft Offenhauser,4:14.600
23,9,Elmer  George,Kurtis Kraft Offenhauser,4:15.810
54,10,Paul Russo,Kurtis Kraft Novi,4:08.590
10,11,Johnny Thomson,Kuzma Offenhauser,4:10.820
73,12,Andy Linden,Kurtis Kraft Offenhauser,4:11.320
9,13,Sam Hanks,Epperly Offenhauser,4:12.080
22,14,Gene Hartley,Lesovsky Offenhauser,4:14.830
1,15,Jimmy Bryan,Kuzma Offenhauser,4:14.980
7,16,Bob  Veith,Phillips Offenhauser,4:15.290
18,17,Johnnie  Parsons,Kurtis Kraft Offenhauser,4:15.710
77,18,Mike  Magill,Kurtis Kraft Offenhauser,4:16.390
19,19,Jack  Turner,Kurtis Kraft Offenhauser,4:16.470
43,20,Eddie Johnson,Kurtis Kraft Offenhauser,4:16.830
3,21,Don  Freeland,Kurtis Kraft Offenhauser,4:17.790
27,22,Tony  Bettenhausen,Kurtis Kraft Novi,4:12.740
31,23,Bill  Cheesbourg,Kurtis Kraft Offenhauser,4:14.300
8,24,Rodger Ward,Lesovsky Offenhauser,4:14.740
82,25,Chuck  Weyant,Kuzma Offenhauser,4:15.130
55,26,Eddie  Russo,Kurtis Kraft Offenhauser,4:15.570
92,27,Don  Edmunds,Kurtis Kraft Offenhauser,4:16.320
48,28,Marshall  Teague,Kurtis Kraft Offenhauser,4:16.540
57,29,Jimmy  Daywalt,Kurtis Kraft Offenhauser,4:16.770
89,30,Al  Herman,Dunn Offenhauser,4:17.130
28,31,Johnnie  Tolan,Kuzma Offenhauser,4:17.430
26,32,Jim Rathmann,Epperly Offenhauser,4:17.500
95,33,Bob  Christie,Kurtis Kraft Offenhauser,4:17.550
