,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Mark Webber,Red Bull Racing Renault,71,1:15.324,205.942
4,2,Jenson Button,McLaren Mercedes,63,1:15.580,205.244
1,3,Sebastian Vettel,Red Bull Racing Renault,68,1:16.076,203.906
5,4,Fernando Alonso,Ferrari,65,1:16.181,203.625
7,5,Michael Schumacher,Mercedes,62,1:16.681,202.297
11,6,Rubens Barrichello,Williams Cosworth,70,1:16.684,202.289
10,7,Vitaly Petrov,Renault,58,1:17.011,201.430
14,8,Adrian Sutil,Force India Mercedes,36,1:17.161,201.039
19,9,Jaime Alguersuari,STR Ferrari,55,1:17.162,201.036
8,10,Nico Rosberg,Mercedes,45,1:17.207,200.919
3,11,Lewis Hamilton,McLaren Mercedes,35,1:17.209,200.914
6,12,Felipe Massa,Ferrari,64,1:17.271,200.753
18,13,Sebastien Buemi,STR Ferrari,59,1:17.428,200.346
15,14,Paul di Resta,Force India Mercedes,64,1:17.452,200.284
16,15,Kamui Kobayashi,Sauber Ferrari,55,1:17.644,199.788
17,16,Sergio Perez,Sauber Ferrari,63,1:17.780,199.439
20,17,Heikki Kovalainen,Lotus Renault,69,1:18.023,198.818
9,18,Bruno Senna,Renault,62,1:18.274,198.180
21,19,Jarno Trulli,Lotus Renault,47,1:18.596,197.368
22,20,Daniel Ricciardo,HRT Cosworth,64,1:19.649,194.759
12,21,Pastor Maldonado,Williams Cosworth,26,1:19.706,194.620
25,22,Jerome d'Ambrosio,Virgin Cosworth,60,1:19.902,194.142
23,23,Vitantonio Liuzzi,HRT Cosworth,60,1:20.648,192.346
24,24,Timo Glock,Virgin Cosworth,14,1:21.773,189.700
