,Position,Driver,Car,Laps,Time,Points
2,1,Mark Webber,Red Bull Racing Renault,71,1:32:17.464,25
1,2,Sebastian Vettel,Red Bull Racing Renault,71,+16.983s,18
4,3,Jenson Button,McLaren Mercedes,71,+27.638s,15
5,4,Fernando Alonso,Ferrari,71,+35.048s,12
6,5,Felipe Massa,Ferrari,71,+66.733s,10
14,6,Adrian Sutil,Force India Mercedes,70,+1 lap,8
8,7,Nico Rosberg,Mercedes,70,+1 lap,6
15,8,Paul di Resta,Force India Mercedes,70,+1 lap,4
16,9,Kamui Kobayashi,Sauber Ferrari,70,+1 lap,2
10,10,Vitaly Petrov,Renault,70,+1 lap,1
19,11,Jaime Alguersuari,STR Ferrari,70,+1 lap,0
18,12,Sebastien Buemi,STR Ferrari,70,+1 lap,0
17,13,Sergio Perez,Sauber Ferrari,70,+1 lap,0
11,14,Rubens Barrichello,Williams Cosworth,70,+1 lap,0
7,15,Michael Schumacher,Mercedes,70,+1 lap,0
20,16,Heikki Kovalainen,Lotus Renault,69,+2 laps,0
9,17,Bruno Senna,Renault,69,+2 laps,0
21,18,Jarno Trulli,Lotus Renault,69,+2 laps,0
25,19,Jerome d'Ambrosio,Virgin Cosworth,68,+3 laps,0
22,20,Daniel Ricciardo,HRT Cosworth,68,+3 laps,0
23,NC,Vitantonio Liuzzi,HRT Cosworth,61,DNF,0
3,NC,Lewis Hamilton,McLaren Mercedes,46,DNF,0
12,NC,Pastor Maldonado,Williams Cosworth,26,DNF,0
24,NC,Timo Glock,Virgin Cosworth,21,DNF,0
