,Position,Driver,Car,Time
2,1,Jackie Stewart,Tyrrell Ford,7:19.000
4,2,Jacky Ickx,Ferrari,7:19.200
21,3,Jo Siffert,BRM,7:22.400
6,4,Clay Regazzoni,Ferrari,7:22.700
3,5,Francois  Cevert ,Tyrrell Ford,7:23.400
18,6,Denny Hulme,McLaren Ford,7:26.000
15,7,Ronnie Peterson,March Alfa Romeo,7:26.500
8,8,Emerson Fittipaldi,Lotus Pratt & Whitney,7:27.500
25,9,Tim   Schenken,Brabham Ford,7:29.800
14,10,Henri Pescarolo,March Ford,7:30.300
5,11,Mario Andretti,Ferrari,7:31.700
12,12,Rolf Stommelen,Surtees Ford,7:34.700
24,13,Graham Hill,Brabham Ford,7:36.100
23,14,Howden  Ganley ,BRM,7:36.600
7,15,John Surtees,Surtees Ford,7:36.700
10,16,Chris Amon,Matra,7:37.300
9,17,Reine   Wisell,Lotus Pratt & Whitney,7:39.960
22,18,Vic  Elford ,BRM,7:39.980
20,19,Peter  Gethin ,McLaren Ford,7:41.400
16,20,Andrea de Adamich ,March Alfa Romeo,7:41.700
17,21,Nanni  Galli ,March Alfa Romeo,7:47.800
28,22,Mike  Beuttler ,March Alfa Romeo,7:52.600
