,Position,Driver,Car,Time / Gap,Laps
5,1,Fernando Alonso,Renault,1:20.740,16
10,2,Mark Webber,Red Bull Renault,+0.248s,18
23,3,Heikki Kovalainen,McLaren Mercedes,+0.526s,14
15,4,Sebastian Vettel,STR Ferrari,+0.537s,19
22,5,Lewis Hamilton,McLaren Mercedes,+0.928s,14
6,6,Nelson Piquet,Renault,+1.046s,14
14,7,Sebastien Bourdais,STR Ferrari,+1.319s,21
12,8,Timo Glock,Toyota,+1.443s,21
1,9,Kimi Räikkönen,Ferrari,+1.615s,20
17,10,Rubens Barrichello,Honda,+1.647s,17
16,11,Jenson Button,Honda,+1.700s,19
2,12,Felipe Massa,Ferrari,+1.721s,20
7,13,Nico Rosberg,Williams Toyota,+1.804s,18
11,14,Jarno Trulli,Toyota,+1.816s,20
3,15,Nick Heidfeld,Sauber BMW,+2.176s,22
8,16,Kazuki Nakajima,Williams Toyota,+2.288s,17
20,17,Adrian Sutil,Force India Ferrari,+2.309s,22
21,18,Giancarlo Fisichella,Force India Ferrari,+2.372s,21
4,19,Robert Kubica,Sauber BMW,+2.542s,20
9,20,David Coulthard,Red Bull Renault,+11.379s,6
