,Position,Driver,Car,Time / Gap,Laps
2,1,Felipe Massa,Ferrari,1:19.575,8
23,2,Heikki Kovalainen,McLaren Mercedes,+0.012s,15
22,3,Lewis Hamilton,McLaren Mercedes,+0.048s,13
1,4,Kimi Räikkönen,Ferrari,+0.373s,16
4,5,Robert Kubica,Sauber BMW,+0.792s,11
5,6,Fernando Alonso,Renault,+0.861s,7
15,7,Sebastian Vettel,STR Ferrari,+1.013s,18
6,8,Nelson Piquet,Renault,+1.078s,16
9,9,David Coulthard,Red Bull Renault,+1.123s,16
7,10,Nico Rosberg,Williams Toyota,+1.169s,27
10,11,Mark Webber,Red Bull Renault,+1.317s,10
12,12,Timo Glock,Toyota,+1.527s,22
3,13,Nick Heidfeld,Sauber BMW,+1.532s,18
14,14,Sebastien Bourdais,STR Ferrari,+1.591s,17
11,15,Jarno Trulli,Toyota,+1.690s,22
8,16,Kazuki Nakajima,Williams Toyota,+1.707s,21
16,17,Jenson Button,Honda,+2.326s,7
20,18,Adrian Sutil,Force India Ferrari,+2.594s,16
21,19,Giancarlo Fisichella,Force India Ferrari,+2.644s,19
17,20,Rubens Barrichello,Honda,+4.548s,4
