,Position,Driver,Car,Time / Gap,Laps
23,1,Heikki Kovalainen,McLaren Mercedes,1:19.989,35
10,2,Mark Webber,Red Bull Renault,+0.531s,32
22,3,Lewis Hamilton,McLaren Mercedes,+0.554s,31
9,4,David Coulthard,Red Bull Renault,+0.600s,36
7,5,Nico Rosberg,Williams Toyota,+0.759s,43
15,6,Sebastian Vettel,STR Ferrari,+0.816s,43
16,7,Jenson Button,Honda,+0.940s,39
2,8,Felipe Massa,Ferrari,+0.954s,18
8,9,Kazuki Nakajima,Williams Toyota,+0.996s,18
17,10,Rubens Barrichello,Honda,+1.013s,34
4,11,Robert Kubica,Sauber BMW,+1.034s,33
1,12,Kimi Räikkönen,Ferrari,+1.286s,31
3,13,Nick Heidfeld,Sauber BMW,+1.464s,36
12,14,Timo Glock,Toyota,+1.483s,18
5,15,Fernando Alonso,Renault,+1.522s,27
21,16,Giancarlo Fisichella,Force India Ferrari,+1.531s,42
14,17,Sebastien Bourdais,STR Ferrari,+1.645s,39
6,18,Nelson Piquet,Renault,+1.653s,45
20,19,Adrian Sutil,Force India Ferrari,+1.767s,30
11,20,Jarno Trulli,Toyota,+2.207s,23
