,Position,Driver,Car,Laps,Time,Points
22,1,Lewis Hamilton,McLaren Mercedes,60,1:39:09.440,10
3,2,Nick Heidfeld,Sauber BMW,60,+68.577s,8
17,3,Rubens Barrichello,Honda,60,+82.273s,6
1,4,Kimi Räikkönen,Ferrari,59,+1 lap,5
23,5,Heikki Kovalainen,McLaren Mercedes,59,+1 lap,4
5,6,Fernando Alonso,Renault,59,+1 lap,3
11,7,Jarno Trulli,Toyota,59,+1 lap,2
8,8,Kazuki Nakajima,Williams Toyota,59,+1 lap,1
7,9,Nico Rosberg,Williams Toyota,59,+1 lap,0
10,10,Mark Webber,Red Bull Renault,59,+1 lap,0
14,11,Sebastien Bourdais,STR Ferrari,59,+1 lap,0
12,12,Timo Glock,Toyota,59,+1 lap,0
2,13,Felipe Massa,Ferrari,58,+2 laps,0
4,NC,Robert Kubica,Sauber BMW,39,DNF,0
16,NC,Jenson Button,Honda,38,DNF,0
6,NC,Nelson Piquet,Renault,35,DNF,0
21,NC,Giancarlo Fisichella,Force India Ferrari,26,DNF,0
20,NC,Adrian Sutil,Force India Ferrari,10,DNF,0
15,NC,Sebastian Vettel,STR Ferrari,0,DNF,0
9,NC,David Coulthard,Red Bull Renault,0,DNF,0
