,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Kimi Räikkönen,Ferrari,18,1:32.150,200.842
3,2,Nick Heidfeld,Sauber BMW,21,1:32.719,199.609
22,3,Lewis Hamilton,McLaren Mercedes,16,1:32.817,199.398
10,4,Mark Webber,Red Bull Renault,17,1:32.952,199.109
23,5,Heikki Kovalainen,McLaren Mercedes,17,1:33.130,198.728
5,6,Fernando Alonso,Renault,17,1:33.133,198.722
6,7,Nelson Piquet,Renault,21,1:33.203,198.573
2,8,Felipe Massa,Ferrari,19,1:33.257,198.458
14,9,Sebastien Bourdais,STR Ferrari,21,1:33.367,198.224
16,10,Jenson Button,Honda,21,1:33.376,198.205
17,11,Rubens Barrichello,Honda,21,1:33.386,198.183
4,12,Robert Kubica,Sauber BMW,22,1:33.539,197.859
11,13,Jarno Trulli,Toyota,22,1:33.808,197.292
8,14,Kazuki Nakajima,Williams Toyota,21,1:34.277,196.310
12,15,Timo Glock,Toyota,19,1:34.610,195.619
7,16,Nico Rosberg,Williams Toyota,21,1:34.797,195.234
21,17,Giancarlo Fisichella,Force India Ferrari,21,1:34.930,194.960
20,18,Adrian Sutil,Force India Ferrari,5,1:38.160,188.545
