,Position,Driver,Car,Time
23,1,Heikki Kovalainen,McLaren Mercedes,1:21.049
10,2,Mark Webber,Red Bull Renault,1:21.554
1,3,Kimi Räikkönen,Ferrari,1:21.706
22,4,Lewis Hamilton,McLaren Mercedes,1:21.835
3,5,Nick Heidfeld,Sauber BMW,1:21.873
5,6,Fernando Alonso,Renault,1:22.029
6,7,Nelson Piquet,Renault,1:22.491
15,8,Sebastian Vettel,STR Ferrari,1:23.251
2,9,Felipe Massa,Ferrari,1:23.305
4,10,Robert Kubica,Sauber BMW,
9,11,David Coulthard,Red Bull Renault,1:20.174
12,12,Timo Glock,Toyota,1:20.274
14,13,Sebastien Bourdais,STR Ferrari,1:20.531
11,14,Jarno Trulli,Toyota,1:20.601
8,15,Kazuki Nakajima,Williams Toyota,1:21.112
17,16,Rubens Barrichello,Honda,1:21.512
16,17,Jenson Button,Honda,1:21.631
20,18,Adrian Sutil,Force India Ferrari,1:21.786
21,19,Giancarlo Fisichella,Force India Ferrari,1:21.885
