,Position,Driver,Car,Q1,Q2,Q3,Laps
23,1,Heikki Kovalainen,McLaren Mercedes,1:19.957,1:19.597,1:21.049,15
10,2,Mark Webber,Red Bull Renault,1:20.982,1:19.710,1:21.554,16
1,3,Kimi Räikkönen,Ferrari,1:20.370,1:19.971,1:21.706,18
22,4,Lewis Hamilton,McLaren Mercedes,1:20.288,1:19.537,1:21.835,13
3,5,Nick Heidfeld,Sauber BMW,1:21.022,1:19.802,1:21.873,16
5,6,Fernando Alonso,Renault,1:20.998,1:19.992,1:22.029,15
6,7,Nelson Piquet,Renault,1:20.818,1:20.115,1:22.491,19
15,8,Sebastian Vettel,STR Ferrari,1:20.318,1:20.109,1:23.251,16
2,9,Felipe Massa,Ferrari,1:20.676,1:20.086,1:23.305,16
4,10,Robert Kubica,Sauber BMW,1:20.444,1:19.788,DNF,12
9,11,David Coulthard,Red Bull Renault,1:21.224,1:20.174,,14
12,12,Timo Glock,Toyota,1:20.893,1:20.274,,14
14,13,Sebastien Bourdais,STR Ferrari,1:20.584,1:20.531,,16
11,14,Jarno Trulli,Toyota,1:21.145,1:20.601,,13
8,15,Kazuki Nakajima,Williams Toyota,1:21.407,1:21.112,,14
17,16,Rubens Barrichello,Honda,1:21.512,,,9
16,17,Jenson Button,Honda,1:21.631,,,11
7,18,Nico Rosberg,Williams Toyota,1:21.668,,,6
20,19,Adrian Sutil,Force India Ferrari,1:21.786,,,9
21,20,Giancarlo Fisichella,Force India Ferrari,1:21.885,,,8
