,Position,Driver,Car,Laps,Time,Points
5,1,Michael Schumacher,Ferrari,54,1:17:40.646,10
7,2,Jean Alesi,Benetton Renault,54,+2.565s,6
12,3,Giancarlo Fisichella,Jordan Peugeot,54,+3.219s,4
4,4,Heinz-Harald Frentzen,Williams Renault,54,+3.768s,3
16,5,Johnny Herbert,Sauber Petronas,54,+4.716s,2
15,6,Shinji Nakano,Prost Mugen Honda,54,+36.701s,1
10,7,David Coulthard,McLaren Mercedes,54,+37.753s,0
2,8,Pedro Diniz,Arrows Yamaha,53,+1 lap,0
1,9,Damon Hill,Arrows Yamaha,53,+1 lap,0
17,10,Gianni Morbidelli,Sauber Petronas,53,+1 lap,0
14,11,Olivier Panis,Prost Mugen Honda,51,DNF,0
19,NC,Mika Salo,Tyrrell Ford,46,DNF,0
18,NC,Jos Verstappen,Tyrrell Ford,42,DNF,0
8,NC,Alexander Wurz,Benetton Renault,35,DNF,0
22,NC,Rubens Barrichello,Stewart Ford,33,DNF,0
21,NC,Jarno Trulli,Minardi Hart,32,DNF,0
11,NC,Ralf Schumacher,Jordan Peugeot,14,DNF,0
20,NC,Ukyo Katayama,Minardi Hart,5,DNF,0
3,NC,Jacques Villeneuve,Williams Renault,1,DNF,0
6,NC,Eddie Irvine,Ferrari,0,DNF,0
9,NC,Mika Hakkinen,McLaren Mercedes,0,DNF,0
23,NC,Jan Magnussen,Stewart Ford,0,DNF,0
