,Position,Driver,Car,Time / Gap,Laps
5,1,Michael Schumacher,Ferrari,1:18.034,28
14,2,Olivier Panis,Prost Mugen Honda,+0.480s,26
7,3,Jean Alesi,Benetton Renault,+0.529s,30
12,4,Giancarlo Fisichella,Jordan Peugeot,+0.617s,27
6,5,Eddie Irvine,Ferrari,+0.795s,28
22,6,Rubens Barrichello,Stewart Ford,+0.799s,19
4,7,Heinz-Harald Frentzen,Williams Renault,+0.837s,25
16,8,Johnny Herbert,Sauber Petronas,+0.849s,27
3,9,Jacques Villeneuve,Williams Renault,+0.919s,25
9,10,Mika Hakkinen,McLaren Mercedes,+1.019s,23
10,11,David Coulthard,McLaren Mercedes,+1.053s,20
8,12,Alexander Wurz,Benetton Renault,+1.155s,28
17,13,Gianni Morbidelli,Sauber Petronas,+1.332s,29
11,14,Ralf Schumacher,Jordan Peugeot,+1.506s,29
19,15,Mika Salo,Tyrrell Ford,+1.710s,26
18,16,Jos Verstappen,Tyrrell Ford,+1.778s,25
21,17,Jarno Trulli,Minardi Hart,+1.895s,28
1,18,Damon Hill,Arrows Yamaha,+1.923s,30
23,19,Jan Magnussen,Stewart Ford,+2.050s,18
15,20,Shinji Nakano,Prost Mugen Honda,+2.055s,30
2,21,Pedro Diniz,Arrows Yamaha,+2.332s,6
20,22,Ukyo Katayama,Minardi Hart,+3.100s,26
