,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:13.425,40
5,2,Sebastian Vettel,Ferrari,+0.196s,34
33,3,Max Verstappen,Red Bull Racing TAG Heuer,+0.346s,32
77,4,Valtteri Bottas,Mercedes,+0.366s,40
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.429s,45
26,6,Daniil Kvyat,Toro Rosso,+0.686s,42
7,7,Kimi Räikkönen,Ferrari,+0.739s,37
11,8,Sergio Perez,Force India Mercedes,+0.776s,32
55,9,Carlos Sainz,Toro Rosso,+0.908s,39
31,10,Esteban Ocon,Force India Mercedes,+1.000s,39
19,11,Felipe Massa,Williams Mercedes,+1.192s,37
2,12,Stoffel Vandoorne,McLaren Honda,+1.388s,38
20,13,Kevin Magnussen,Haas Ferrari,+1.445s,34
22,14,Jenson Button,McLaren Honda,+1.529s,35
8,15,Romain Grosjean,Haas Ferrari,+1.896s,33
18,16,Lance Stroll,Williams Mercedes,+2.170s,44
30,17,Jolyon Palmer,Renault,+2.524s,42
94,18,Pascal Wehrlein,Sauber Ferrari,+2.833s,33
27,19,Nico Hulkenberg,Renault,,3
9,20,Marcus Ericsson,Sauber Ferrari,,3
