,Position,Driver,Car,Q1,Q2,Q3,Laps
7,1,Kimi Räikkönen,Ferrari,1:13.117,1:12.231,1:12.178,23
5,2,Sebastian Vettel,Ferrari,1:13.090,1:12.449,1:12.221,23
77,3,Valtteri Bottas,Mercedes,1:13.325,1:12.901,1:12.223,30
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:13.078,1:12.697,1:12.496,24
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:13.219,1:13.011,1:12.998,21
55,6,Carlos Sainz,Toro Rosso,1:13.526,1:13.397,1:13.162,30
11,7,Sergio Perez,Force India Mercedes,1:13.530,1:13.430,1:13.329,23
8,8,Romain Grosjean,Haas Ferrari,1:13.786,1:13.203,1:13.349,29
22,9,Jenson Button,McLaren Honda,1:13.723,1:13.453,1:13.613,27
2,10,Stoffel Vandoorne,McLaren Honda,1:13.476,1:13.249,,20
26,11,Daniil Kvyat,Toro Rosso,1:13.899,1:13.516,,19
27,12,Nico Hulkenberg,Renault,1:13.787,1:13.628,,21
20,13,Kevin Magnussen,Haas Ferrari,1:13.531,1:13.959,,20
44,14,Lewis Hamilton,Mercedes,1:13.640,1:14.106,,18
19,15,Felipe Massa,Williams Mercedes,1:13.796,1:20.529,,20
31,16,Esteban Ocon,Force India Mercedes,1:14.101,,,7
30,17,Jolyon Palmer,Renault,1:14.696,,,11
18,18,Lance Stroll,Williams Mercedes,1:14.893,,,7
94,19,Pascal Wehrlein,Sauber Ferrari,1:15.159,,,11
9,20,Marcus Ericsson,Sauber Ferrari,1:15.276,,,11
