,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,Ferrari,78,1:44:44.340,25
7,2,Kimi Räikkönen,Ferrari,78,+3.145s,18
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,78,+3.745s,15
77,4,Valtteri Bottas,Mercedes,78,+5.517s,12
33,5,Max Verstappen,Red Bull Racing TAG Heuer,78,+6.199s,10
55,6,Carlos Sainz,Toro Rosso,78,+12.038s,8
44,7,Lewis Hamilton,Mercedes,78,+15.801s,6
8,8,Romain Grosjean,Haas Ferrari,78,+18.150s,4
19,9,Felipe Massa,Williams Mercedes,78,+19.445s,2
20,10,Kevin Magnussen,Haas Ferrari,78,+21.443s,1
30,11,Jolyon Palmer,Renault,78,+22.737s,0
31,12,Esteban Ocon,Force India Mercedes,78,+23.725s,0
11,13,Sergio Perez,Force India Mercedes,78,+49.089s,0
26,14,Daniil Kvyat,Toro Rosso,71,DNF,0
18,15,Lance Stroll,Williams Mercedes,71,DNF,0
2,NC,Stoffel Vandoorne,McLaren Honda,66,DNF,0
9,NC,Marcus Ericsson,Sauber Ferrari,63,DNF,0
22,NC,Jenson Button,McLaren Honda,57,DNF,0
94,NC,Pascal Wehrlein,Sauber Ferrari,57,DNF,0
27,NC,Nico Hulkenberg,Renault,15,DNF,0
