,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,53,1:30:11.385,25
33,2,Max Verstappen,Red Bull Racing TAG Heuer,53,+7.090s,18
7,3,Kimi Räikkönen,Ferrari,53,+25.888s,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,53,+34.736s,12
5,5,Sebastian Vettel,Ferrari,53,+61.935s,10
20,6,Kevin Magnussen,Haas Ferrari,53,+79.364s,8
77,7,Valtteri Bottas,Mercedes,53,+80.632s,6
55,8,Carlos Sainz,Renault,53,+87.184s,4
27,9,Nico Hulkenberg,Renault,53,+91.989s,2
16,10,Charles Leclerc,Sauber Ferrari,53,+93.873s,1
8,11,Romain Grosjean,Haas Ferrari,52,+1 lap,0
2,12,Stoffel Vandoorne,McLaren Renault,52,+1 lap,0
9,13,Marcus Ericsson,Sauber Ferrari,52,+1 lap,0
28,14,Brendon Hartley,Scuderia Toro Rosso Honda,52,+1 lap,0
35,15,Sergey Sirotkin,Williams Mercedes,52,+1 lap,0
14,16,Fernando Alonso,McLaren Renault,50,DNF,0
18,17,Lance Stroll,Williams Mercedes,48,DNF,0
11,NC,Sergio Perez,Force India Mercedes,27,DNF,0
31,NC,Esteban Ocon,Force India Mercedes,0,DNF,0
10,NC,Pierre Gasly,Scuderia Toro Rosso Honda,0,DNF,0
