,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:30.029
77,2,Valtteri Bottas,Mercedes,1:30.147
5,3,Sebastian Vettel,Ferrari,1:30.400
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:30.705
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:30.895
7,6,Kimi Räikkönen,Ferrari,1:31.057
55,7,Carlos Sainz,Renault,1:32.126
16,8,Charles Leclerc,Sauber Ferrari,1:32.635
20,9,Kevin Magnussen,Haas Ferrari,1:32.930
8,10,Romain Grosjean,Haas Ferrari,
31,11,Esteban Ocon,Force India Mercedes,1:32.075
27,12,Nico Hulkenberg,Renault,1:32.115
11,13,Sergio Perez,Force India Mercedes,1:32.454
10,14,Pierre Gasly,Scuderia Toro Rosso Honda,1:32.460
9,15,Marcus Ericsson,Sauber Ferrari,1:32.820
14,16,Fernando Alonso,McLaren Renault,1:32.976
2,17,Stoffel Vandoorne,McLaren Renault,1:33.162
35,18,Sergey Sirotkin,Williams Mercedes,1:33.636
18,19,Lance Stroll,Williams Mercedes,1:33.729
28,20,Brendon Hartley,Scuderia Toro Rosso Honda,1:33.025
