,Position,Driver,Car,Lap,Time
0,1,Damon Hill,Williams Renault,41,1:57.117
5,2,Michael Schumacher,Benetton Ford,37,1:57.198
2,3,David Coulthard,Williams Renault,36,1:57.793
8,4,Martin Brundle,McLaren Peugeot,24,1:58.839
6,5,Jos Verstappen,Benetton Ford,24,1:59.001
4,6,Mark Blundell,Tyrrell Yamaha,38,1:59.031
7,7,Mika Hakkinen,McLaren Peugeot,10,1:59.359
26,8,Olivier Panis,Ligier Renault,30,1:59.502
14,9,Rubens Barrichello,Jordan Hart,15,1:59.527
30,10,Heinz-Harald Frentzen,Sauber Mercedes,10,2:00.068
15,11,Eddie Irvine,Jordan Hart,29,2:00.353
28,12,Gerhard Berger,Ferrari,11,2:00.372
3,13,Ukyo Katayama,Tyrrell Yamaha,12,2:00.531
12,14,Johnny Herbert,Lotus Mugen Honda,17,2:00.605
24,15,Michele Alboreto,Minardi Ford,33,2:01.209
10,16,Gianni Morbidelli,Footwork Ford,39,2:01.295
9,17,Christian Fittipaldi,Footwork Ford,27,2:01.653
23,18,Pierluigi Martini,Minardi Ford,24,2:02.298
27,19,Jean Alesi,Ferrari,2,2:02.587
25,20,Eric Bernard,Ligier Renault,31,2:02.665
29,21,Andrea de Cesaris,Sauber Mercedes,19,2:03.501
32,22,Jean-Marc Gounon,Simtek Ford,24,2:04.732
31,23,David Brabham,Simtek Ford,10,2:06.145
19,24,Philippe Alliot,Larrousse Ford,10,2:06.157
11,25,Philippe Adams,Lotus Mugen Honda,15,2:06.759
20,26,Erik Comas,Larrousse Ford,3,2:07.153
