,Position,Driver,Car,Time / Gap,Laps
8,1,Martin Brundle,McLaren Peugeot,2:32.600,9
30,2,Heinz-Harald Frentzen,Sauber Mercedes,+1.651s,6
7,3,Mika Hakkinen,McLaren Peugeot,+2.433s,9
28,4,Gerhard Berger,Ferrari,+2.678s,6
5,5,Michael Schumacher,Benetton Ford,+2.747s,5
2,6,David Coulthard,Williams Renault,+5.030s,5
0,7,Damon Hill,Williams Renault,+7.570s,6
10,8,Gianni Morbidelli,Footwork Ford,+8.565s,6
9,9,Christian Fittipaldi,Footwork Ford,+8.577s,10
20,10,Erik Comas,Larrousse Ford,+8.685s,3
32,11,Jean-Marc Gounon,Simtek Ford,+11.945s,3
34,12,Bertrand Gachot,Pacific Ilmor,+13.042s,8
19,13,Philippe Alliot,Larrousse Ford,+16.247s,3
11,14,Philippe Adams,Lotus Mugen Honda,+21.036s,6
14,15,Rubens Barrichello,Jordan Hart,+25.380s,3
24,16,Michele Alboreto,Minardi Ford,+26.704s,6
29,17,Andrea de Cesaris,Sauber Mercedes,+32.503s,4
3,18,Ukyo Katayama,Tyrrell Yamaha,+144.958s,1
6,19,Jos Verstappen,Benetton Ford,+158.128s,1
23,20,Pierluigi Martini,Minardi Ford,+294.962s,1
4,21,Mark Blundell,Tyrrell Yamaha,+314.695s,1
31,22,David Brabham,Simtek Ford,+338.148s,1
27,23,Jean Alesi,Ferrari,+1385.136s,2
