,Position,Driver,Car,Time / Gap,Laps
0,1,Damon Hill,Williams Renault,2:04.700,13
27,2,Jean Alesi,Ferrari,+0.154s,14
8,3,Martin Brundle,McLaren Peugeot,+1.946s,17
7,4,Mika Hakkinen,McLaren Peugeot,+2.188s,8
3,5,Ukyo Katayama,Tyrrell Yamaha,+4.135s,17
14,6,Rubens Barrichello,Jordan Hart,+4.577s,14
2,7,David Coulthard,Williams Renault,+5.787s,14
9,8,Christian Fittipaldi,Footwork Ford,+6.416s,13
15,9,Eddie Irvine,Jordan Hart,+7.227s,15
10,10,Gianni Morbidelli,Footwork Ford,+7.676s,13
19,11,Philippe Alliot,Larrousse Ford,+8.102s,13
30,12,Heinz-Harald Frentzen,Sauber Mercedes,+9.685s,13
31,13,David Brabham,Simtek Ford,+11.551s,9
33,14,Paul Belmondo,Pacific Ilmor,+19.292s,12
28,15,Gerhard Berger,Ferrari,+20.197s,13
6,16,Jos Verstappen,Benetton Ford,+24.433s,10
5,17,Michael Schumacher,Benetton Ford,+24.650s,9
32,18,Jean-Marc Gounon,Simtek Ford,+24.996s,3
4,19,Mark Blundell,Tyrrell Yamaha,+25.046s,11
29,20,Andrea de Cesaris,Sauber Mercedes,+28.045s,14
24,21,Michele Alboreto,Minardi Ford,+28.202s,13
26,22,Olivier Panis,Ligier Renault,+28.262s,8
20,23,Erik Comas,Larrousse Ford,+28.888s,7
23,24,Pierluigi Martini,Minardi Ford,+29.817s,10
25,25,Eric Bernard,Ligier Renault,+30.477s,8
12,26,Johnny Herbert,Lotus Mugen Honda,+30.824s,5
11,27,Philippe Adams,Lotus Mugen Honda,+37.274s,3
34,28,Bertrand Gachot,Pacific Ilmor,+38.844s,7
