,Position,Driver,Car,Laps,Time,Points
0,1,Damon Hill,Williams Renault,44,1:28:47.170,10
7,2,Mika Hakkinen,McLaren Peugeot,44,+51.381s,6
6,3,Jos Verstappen,Benetton Ford,44,+70.453s,4
2,4,David Coulthard,Williams Renault,44,+105.787s,3
4,5,Mark Blundell,Tyrrell Yamaha,43,+1 lap,2
10,6,Gianni Morbidelli,Footwork Ford,43,+1 lap,1
26,7,Olivier Panis,Ligier Renault,43,+1 lap,0
23,8,Pierluigi Martini,Minardi Ford,43,+1 lap,0
24,9,Michele Alboreto,Minardi Ford,43,+1 lap,0
25,10,Eric Bernard,Ligier Renault,42,+2 laps,0
32,11,Jean-Marc Gounon,Simtek Ford,42,+2 laps,0
12,12,Johnny Herbert,Lotus Mugen Honda,41,+3 laps,0
15,13,Eddie Irvine,Jordan Hart,40,DNF,0
9,NC,Christian Fittipaldi,Footwork Ford,33,DNF,0
31,NC,David Brabham,Simtek Ford,29,DNF,0
29,NC,Andrea de Cesaris,Sauber Mercedes,27,DNF,0
8,NC,Martin Brundle,McLaren Peugeot,24,DNF,0
14,NC,Rubens Barrichello,Jordan Hart,19,DNF,0
3,NC,Ukyo Katayama,Tyrrell Yamaha,18,DNF,0
11,NC,Philippe Adams,Lotus Mugen Honda,15,DNF,0
28,NC,Gerhard Berger,Ferrari,11,DNF,0
19,NC,Philippe Alliot,Larrousse Ford,11,DNF,0
30,NC,Heinz-Harald Frentzen,Sauber Mercedes,10,DNF,0
20,NC,Erik Comas,Larrousse Ford,3,DNF,0
27,NC,Jean Alesi,Ferrari,2,DNF,0
