,Position,Driver,Car,Time
4,1,Jacky Ickx,Ferrari,1:35.650
20,2,Chris Amon,Matra,1:35.690
1,3,Jackie Stewart,Tyrrell Ford,1:35.790
5,4,Clay Regazzoni,Ferrari,1:35.830
14,5,Denny Hulme,McLaren Ford,1:35.970
6,6,Emerson Fittipaldi,Lotus Ford,1:36.290
3,7,Mario Andretti,Ferrari,1:36.320
15,8,Peter   Revson,McLaren Ford,1:36.420
10,9,Mike Hailwood,Surtees Ford,1:36.500
24,10,Reine   Wisell,BRM,1:36.680
30,11,Carlos Reutemann,Brabham Ford,1:37.120
23,12,Peter  Gethin ,BRM,1:37.210
28,13,Graham Hill,Brabham Ford,1:37.610
2,14,Francois  Cevert ,Tyrrell Ford,1:37.790
29,15,Wilson Fittipaldi,Brabham Ford,1:37.820
21,16,Jean-Pierre Beltoise,BRM,1:37.860
22,17,Howden  Ganley ,BRM,1:37.910
26,18,Carlos Pace,March Ford,1:37.980
7,19,John Surtees,Surtees Ford,1:38.310
18,20,Niki Lauda,March Ford,1:38.520
9,21,Andrea de Adamich ,Surtees Ford,1:38.600
8,22,Tim   Schenken,Surtees Ford,1:38.610
11,23,Nanni  Galli ,Tecno,1:38.640
19,24,Ronnie Peterson,March Ford,1:38.700
16,25,Mike  Beuttler ,Surtees Ford,1:39.730
