,Position,Driver,Car,Laps,Time,Points
19,1,Alessandro Nannini,Benetton Ford,53,1:35:06.277,9
6,2,Riccardo Patrese,Williams Renault,53,+11.904s,6
5,3,Thierry Boutsen,Williams Renault,53,+13.446s,4
11,4,Nelson Piquet,Lotus Judd,53,+104.225s,3
7,5,Martin Brundle,Brabham Judd,52,+1 lap,2
9,6,Derek Warwick,Arrows Ford,52,+1 lap,1
15,7,Mauricio Gugelmin,March Judd,52,+1 lap,0
10,8,Eddie  Cheever,Arrows Ford,52,+1 lap,0
21,9,Alex Caffi,Dallara Ford,52,+1 lap,0
22,10,Andrea de Cesaris,Dallara Ford,51,+2 laps,0
2,NC,Alain Prost,McLaren Honda,46,DNF,0
8,NC,Stefano Modena,Brabham Judd,46,DNF,0
27,NC,Nigel Mansell,Ferrari,43,DNF,0
12,NC,Satoru Nakajima,Lotus Judd,41,DNF,0
4,NC,Jean Alesi,Tyrrell Ford,37,DNF,0
30,NC,Philippe Alliot,Lola Lamborghini,36,DNF,0
28,NC,Gerhard Berger,Ferrari,34,DNF,0
20,NC,Emanuele Pirro,Benetton Ford,33,DNF,0
26,NC,Olivier Grouillard,Ligier Ford,31,DNF,0
16,NC,Ivan Capelli,March Judd,27,DNF,0
17,NC,Nicola Larini,Osella Ford,21,DNF,0
3,NC,Jonathan  Palmer,Tyrrell Ford,20,DNF,0
34,NC,Bernd Schneider,Zakspeed Yamaha,1,DNF,0
