,Position,Driver,Car,Time
17,1,Nicola Larini,Osella Ford,1:43.035
1,1,Ayrton Senna,McLaren Honda,1:38.041
2,2,Alain Prost,McLaren Honda,1:39.771
30,2,Philippe Alliot,Lola Lamborghini,1:43.089
34,3,Bernd Schneider,Zakspeed Yamaha,1:44.053
28,3,Gerhard Berger,Ferrari,1:40.187
27,4,Nigel Mansell,Ferrari,1:40.406
29,4,Michele Alboreto,Lola Lamborghini,1:44.075
6,5,Riccardo Patrese,Williams Renault,1:40.936
18,5,Piercarlo Ghinzani,Osella Ford,1:44.313
19,6,Alessandro Nannini,Benetton Ford,1:41.103
31,6,Roberto Moreno,Coloni Ford,1:44.498
36,7,Stefan Johansson,Onyx Ford,1:44.582
5,7,Thierry Boutsen,Williams Renault,1:41.324
35,8,Aguri Suzuki,Zakspeed Yamaha,1:44.780
8,9,Stefano Modena,Brabham Judd,1:41.458
33,9,Oscar Larrauri,Euro Brun Judd,1:45.446
37,10,Jyrki Jarvilehto,Onyx Ford,1:45.787
40,11,Gabriele Tarquini,AGS Ford,1:46.705
11,11,Nelson Piquet,Lotus Judd,1:41.802
12,12,Satoru Nakajima,Lotus Judd,1:41.988
41,12,Yannick Dalmas,AGS Ford,1:48.306
7,13,Martin Brundle,Brabham Judd,1:42.182
24,14,Luis Perez-Sala,Minardi Ford,1:42.283
21,15,Alex Caffi,Dallara Ford,1:42.488
22,16,Andrea de Cesaris,Dallara Ford,1:42.581
16,17,Ivan Capelli,March Judd,1:42.672
4,18,Jean Alesi,Tyrrell Ford,1:42.709
23,19,Paolo Barilla,Minardi Ford,1:42.780
15,20,Mauricio Gugelmin,March Judd,1:42.880
20,22,Emanuele Pirro,Benetton Ford,1:43.063
26,23,Olivier Grouillard,Ligier Ford,1:43.379
10,24,Eddie  Cheever,Arrows Ford,1:43.511
9,25,Derek Warwick,Arrows Ford,1:43.599
3,26,Jonathan  Palmer,Tyrrell Ford,1:43.757
25,27,Rene Arnoux,Ligier Ford,1:44.030
38,29,Pierre Henri Raphanel,Rial Ford,1:47.160
39,30,Bertrand Gachot,Rial Ford,1:47.295
