,Position,Driver,Car,Time
2,1,Carlos Reutemann,Brabham Ford,1:12.460
21,2,Jackie Stewart,Tyrrell Ford,1:12.680
18,3,Peter   Revson,McLaren Ford,1:12.740
17,4,Denny Hulme,McLaren Ford,1:12.990
11,5,Emerson Fittipaldi,Lotus Ford,1:13.280
9,6,Clay Regazzoni,Ferrari,1:13.280
22,7,Francois  Cevert ,Tyrrell Ford,1:13.390
8,8,Jacky Ickx,Ferrari,1:13.500
10,9,Mario Andretti,Ferrari,1:13.610
14,10,Ronnie Peterson,March Ford,1:14.060
19,11,Tim   Schenken,Surtees Ford,1:14.170
16,12,Chris Amon,Matra,1:14.280
3,13,Howden  Ganley ,BRM,1:14.280
20,14,Andrea de Adamich ,Surtees Ford,1:14.340
23,15,Henri Pescarolo,March Ford,1:14.490
1,16,Graham Hill,Brabham Ford,1:14.520
4,17,Reine   Wisell,BRM,1:14.520
5,18,Peter  Gethin ,BRM,1:15.110
7,19,Helmut  Marko ,BRM,1:15.530
12,20,Dave  Walker ,Lotus Ford,1:15.550
6,21,Alex  Soler-Roig ,BRM,1:15.660
15,22,Niki Lauda,March Ford,1:15.920
