,Position,Driver,Car,Laps,Time,Points
6,1,Riccardo Patrese,Williams Renault,61,1:30:55.478,9
28,2,Gerhard Berger,McLaren Honda,61,+5.117s,6
19,3,Alessandro Nannini,Benetton Ford,61,+6.240s,4
1,4,Alain Prost,Ferrari,61,+6.843s,3
20,5,Nelson Piquet,Benetton Ford,61,+53.112s,2
4,6,Jean Alesi,Tyrrell Ford,60,+1 lap,1
11,7,Derek Warwick,Lotus Lamborghini,60,+1 lap,0
12,8,Martin Donnelly,Lotus Lamborghini,60,+1 lap,0
26,9,Philippe Alliot,Ligier Ford,60,+1 lap,0
25,10,Nicola Larini,Ligier Ford,59,+2 laps,0
24,11,Paolo Barilla,Minardi Ford,59,+2 laps,0
36,12,Jyrki Jarvilehto,Onyx Ford,59,+2 laps,0
29,13,Eric Bernard,Lola Lamborghini,56,DNF,0
14,NC,Olivier Grouillard,Osella Ford,52,DNF,0
2,NC,Nigel Mansell,Ferrari,38,DNF,0
35,NC,Gregor Foitek,Onyx Ford,35,DNF,0
8,NC,Stefano Modena,Brabham Judd,31,DNF,0
22,NC,Andrea de Cesaris,Dallara Ford,29,DNF,0
15,NC,Mauricio Gugelmin,Leyton House Judd,24,DNF,0
5,NC,Thierry Boutsen,Williams Renault,17,DNF,0
30,NC,Aguri Suzuki,Lola Lamborghini,17,DNF,0
27,NC,Ayrton Senna,McLaren Honda,3,DNF,0
21,NC,Emanuele Pirro,Dallara Ford,2,DNF,0
