,Position,Driver,Car,Laps,Time,Points
1,1,Alan  Jones,Williams Ford,80,1:50:41.330,9
2,2,Carlos Reutemann,Williams Ford,80,+9.190s,6
5,3,Nelson Piquet,Brabham Ford,80,+34.920s,4
22,4,Mario Andretti,Alfa Romeo,80,+49.310s,3
3,5,Eddie  Cheever,Tyrrell Ford,80,+66.700s,2
33,6,Patrick Tambay,Theodore Ford,79,+1 lap,1
21,7,Chico Serra,Fittipaldi Ford,78,+2 laps,0
16,8,Rene Arnoux,Renault,77,+3 laps,0
14,NC,Marc Surer,Ensign Ford,70,DNF,0
28,NC,Didier Pironi,Ferrari,67,DNF,0
25,NC,Jean-Pierre Jarier,Ligier Matra,64,DNF,0
6,NC,Hector Rebaque,Brabham Ford,49,DNF,0
23,NC,Bruno Giacomelli,Alfa Romeo,41,DNF,0
26,NC,Jacques Laffite,Ligier Matra,41,DNF,0
20,NC,Keke Rosberg,Fittipaldi Ford,41,DNF,0
9,NC,Jan Lammers,ATS Ford,41,DNF,0
29,NC,Riccardo Patrese,Arrows Ford,33,DNF,0
32,NC,Beppe Gabbiani,Osella Hart,26,DNF,0
12,NC,Nigel Mansell,Lotus Ford,25,DNF,0
27,NC,Gilles Villeneuve,Ferrari,17,DNF,0
7,NC,John Watson,McLaren Ford,16,DNF,0
11,NC,Elio de Angelis,Lotus Ford,13,DNF,0
15,NC,Alain Prost,Renault,0,DNF,0
8,NC,Andrea de Cesaris,McLaren Ford,0,DNF,0
