,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:13.865,13
8,2,Fernando Alonso,Renault,+0.081s,9
9,3,Jenson Button,BAR Honda,+0.182s,10
2,4,Rubens Barrichello,Ferrari,+0.419s,12
7,5,Jarno Trulli,Renault,+0.556s,11
6,6,Kimi Räikkönen,McLaren Mercedes,+0.719s,7
5,7,David Coulthard,McLaren Mercedes,+0.882s,7
3,8,Juan Pablo Montoya,Williams BMW,+1.202s,17
4,9,Ralf Schumacher,Williams BMW,+1.326s,13
11,10,Giancarlo Fisichella,Sauber Petronas,+1.425s,10
16,11,Cristiano da Matta,Toyota,+1.708s,13
12,12,Felipe Massa,Sauber Petronas,+1.899s,16
17,13,Olivier Panis,Toyota,+1.978s,13
14,14,Mark Webber,Jaguar Cosworth,+1.989s,6
15,15,Christian Klien,Jaguar Cosworth,+2.259s,10
18,16,Nick Heidfeld,Jordan Ford,+2.440s,15
19,17,Timo Glock,Jordan Ford,+3.063s,13
20,18,Gianmaria Bruni,Minardi Cosworth,+4.544s,15
21,19,Zsolt Baumgartner,Minardi Cosworth,+4.846s,15
10,20,Takuma Sato,BAR Honda,,4
