,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:14.013,15
2,2,Rubens Barrichello,Ferrari,+0.278s,13
35,3,Anthony Davidson,BAR Honda,+0.506s,19
38,4,Ricardo Zonta,Toyota,+0.939s,23
7,5,Jarno Trulli,Renault,+1.415s,11
8,6,Fernando Alonso,Renault,+1.593s,14
9,7,Jenson Button,BAR Honda,+1.892s,10
3,8,Juan Pablo Montoya,Williams BMW,+1.915s,13
4,9,Ralf Schumacher,Williams BMW,+1.935s,12
17,10,Olivier Panis,Toyota,+1.984s,14
11,11,Giancarlo Fisichella,Sauber Petronas,+2.227s,12
16,12,Cristiano da Matta,Toyota,+2.462s,13
6,13,Kimi Räikkönen,McLaren Mercedes,+2.557s,7
10,14,Takuma Sato,BAR Honda,+2.642s,13
14,15,Mark Webber,Jaguar Cosworth,+2.807s,7
5,16,David Coulthard,McLaren Mercedes,+2.934s,8
18,17,Nick Heidfeld,Jordan Ford,+3.122s,17
12,18,Felipe Massa,Sauber Petronas,+3.434s,6
39,19,Timo Glock,Jordan Ford,+3.877s,27
15,20,Christian Klien,Jaguar Cosworth,+4.450s,23
20,21,Gianmaria Bruni,Minardi Cosworth,+4.815s,16
21,22,Zsolt Baumgartner,Minardi Cosworth,+4.946s,19
40,23,Bas Leinders,Minardi Cosworth,,1
37,24,Bjorn Wirdheim,Jaguar Cosworth,,3
