,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:33.018,14
7,2,Kimi Räikkönen,Ferrari,+0.451s,21
77,3,Valtteri Bottas,Mercedes,+0.743s,16
33,4,Max Verstappen,Red Bull Racing TAG Heuer,+0.951s,14
44,5,Lewis Hamilton,Mercedes,+1.039s,14
20,6,Kevin Magnussen,Haas Ferrari,+1.311s,25
11,7,Sergio Perez,Force India Mercedes,+1.427s,14
31,8,Esteban Ocon,Force India Mercedes,+1.438s,16
55,9,Carlos Sainz,Renault,+1.564s,20
35,10,Sergey Sirotkin,Williams Mercedes,+1.723s,13
27,11,Nico Hulkenberg,Renault,+1.823s,16
14,12,Fernando Alonso,McLaren Renault,+1.833s,13
2,13,Stoffel Vandoorne,McLaren Renault,+1.959s,16
28,14,Brendon Hartley,Scuderia Toro Rosso Honda,+1.973s,20
3,15,Daniel Ricciardo,Red Bull Racing TAG Heuer,+2.043s,4
10,16,Pierre Gasly,Scuderia Toro Rosso Honda,+2.061s,16
18,17,Lance Stroll,Williams Mercedes,+2.357s,16
16,18,Charles Leclerc,Sauber Ferrari,+2.479s,14
9,19,Marcus Ericsson,Sauber Ferrari,+2.661s,13
8,20,Romain Grosjean,Haas Ferrari,+2.738s,6
