,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:33.999,22
7,2,Kimi Räikkönen,Ferrari,+0.359s,14
77,3,Valtteri Bottas,Mercedes,+0.458s,28
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.538s,22
33,5,Max Verstappen,Red Bull Racing TAG Heuer,+0.669s,22
5,6,Sebastian Vettel,Ferrari,+0.862s,18
20,7,Kevin Magnussen,Haas Ferrari,+1.179s,21
55,8,Carlos Sainz,Renault,+1.617s,23
8,9,Romain Grosjean,Haas Ferrari,+1.719s,21
27,10,Nico Hulkenberg,Renault,+1.801s,18
10,11,Pierre Gasly,Scuderia Toro Rosso Honda,+2.038s,21
14,12,Fernando Alonso,McLaren Renault,+2.045s,29
11,13,Sergio Perez,Force India Mercedes,+2.052s,28
31,14,Esteban Ocon,Force India Mercedes,+2.352s,32
35,15,Sergey Sirotkin,Williams Mercedes,+2.692s,31
28,16,Brendon Hartley,Scuderia Toro Rosso Honda,+2.716s,23
16,17,Charles Leclerc,Sauber Ferrari,+2.724s,23
2,18,Stoffel Vandoorne,McLaren Renault,+2.757s,25
9,19,Marcus Ericsson,Sauber Ferrari,+2.910s,21
18,20,Lance Stroll,Williams Mercedes,+3.278s,28
