,Position,Driver,Car,Laps,Time,Points
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,56,1:35:36.380,25
77,2,Valtteri Bottas,Mercedes,56,+8.894s,18
7,3,Kimi Räikkönen,Ferrari,56,+9.637s,15
44,4,Lewis Hamilton,Mercedes,56,+16.985s,12
33,5,Max Verstappen,Red Bull Racing TAG Heuer,56,+20.436s,10
27,6,Nico Hulkenberg,Renault,56,+21.052s,8
14,7,Fernando Alonso,McLaren Renault,56,+30.639s,6
5,8,Sebastian Vettel,Ferrari,56,+35.286s,4
55,9,Carlos Sainz,Renault,56,+35.763s,2
20,10,Kevin Magnussen,Haas Ferrari,56,+39.594s,1
31,11,Esteban Ocon,Force India Mercedes,56,+44.050s,0
11,12,Sergio Perez,Force India Mercedes,56,+44.725s,0
2,13,Stoffel Vandoorne,McLaren Renault,56,+49.373s,0
18,14,Lance Stroll,Williams Mercedes,56,+55.490s,0
35,15,Sergey Sirotkin,Williams Mercedes,56,+58.241s,0
9,16,Marcus Ericsson,Sauber Ferrari,56,+62.604s,0
8,17,Romain Grosjean,Haas Ferrari,56,+65.296s,0
10,18,Pierre Gasly,Scuderia Toro Rosso Honda,56,+66.330s,0
16,19,Charles Leclerc,Sauber Ferrari,56,+82.575s,0
28,20,Brendon Hartley,Scuderia Toro Rosso Honda,51,DNF,0
