,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,Ferrari,1:32.171,1:32.385,1:31.095,15
7,2,Kimi Räikkönen,Ferrari,1:32.474,1:32.286,1:31.182,17
77,3,Valtteri Bottas,Mercedes,1:32.921,1:32.063,1:31.625,20
44,4,Lewis Hamilton,Mercedes,1:33.283,1:31.914,1:31.675,17
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:32.932,1:32.809,1:31.796,12
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:33.877,1:32.688,1:31.948,12
27,7,Nico Hulkenberg,Renault,1:33.545,1:32.494,1:32.532,15
11,8,Sergio Perez,Force India Mercedes,1:33.464,1:32.931,1:32.758,13
55,9,Carlos Sainz,Renault,1:33.315,1:32.970,1:32.819,18
8,10,Romain Grosjean,Haas Ferrari,1:33.238,1:32.524,1:32.855,19
20,11,Kevin Magnussen,Haas Ferrari,1:33.359,1:32.986,,13
31,12,Esteban Ocon,Force India Mercedes,1:33.585,1:33.057,,9
14,13,Fernando Alonso,McLaren Renault,1:33.428,1:33.232,,11
2,14,Stoffel Vandoorne,McLaren Renault,1:33.824,1:33.505,,11
28,15,Brendon Hartley,Scuderia Toro Rosso Honda,1:34.013,1:33.795,,15
35,16,Sergey Sirotkin,Williams Mercedes,1:34.062,,,7
10,17,Pierre Gasly,Scuderia Toro Rosso Honda,1:34.101,,,9
18,18,Lance Stroll,Williams Mercedes,1:34.285,,,7
16,19,Charles Leclerc,Sauber Ferrari,1:34.454,,,9
9,20,Marcus Ericsson,Sauber Ferrari,1:34.914,,,9
