,Position,Driver,Car,Lap,Time,Avg Speed
23,1,Heikki Kovalainen,McLaren Mercedes,43,1:27.418,218.385
22,2,Lewis Hamilton,McLaren Mercedes,39,1:27.452,218.300
3,3,Nick Heidfeld,Sauber BMW,41,1:27.739,217.586
1,4,Kimi Räikkönen,Ferrari,20,1:27.903,217.180
7,5,Nico Rosberg,Williams Toyota,41,1:28.090,216.719
2,6,Felipe Massa,Ferrari,23,1:28.175,216.510
5,7,Fernando Alonso,Renault,58,1:28.603,215.464
17,8,Rubens Barrichello,Honda,44,1:28.736,215.141
4,9,Robert Kubica,Sauber BMW,15,1:28.753,215.100
11,10,Jarno Trulli,Toyota,18,1:29.310,213.758
9,11,David Coulthard,Red Bull Renault,21,1:29.502,213.300
14,12,Sebastien Bourdais,STR Ferrari,22,1:29.534,213.224
12,13,Timo Glock,Toyota,23,1:29.558,213.166
8,14,Kazuki Nakajima,Williams Toyota,50,1:29.639,212.974
18,15,Takuma Sato,Super Aguri Honda,24,1:30.892,210.038
6,16,Nelson Piquet,Renault,20,1:31.384,208.907
20,17,Adrian Sutil,Force India Ferrari,8,1:32.021,207.461
