,Position,Driver,Car,Time / Gap,Laps
22,1,Lewis Hamilton,McLaren Mercedes,1:26.559,33
10,2,Mark Webber,Red Bull Renault,+0.914s,27
2,3,Felipe Massa,Ferrari,+1.081s,29
23,4,Heikki Kovalainen,McLaren Mercedes,+1.124s,29
9,5,David Coulthard,Red Bull Renault,+1.478s,26
1,6,Kimi Räikkönen,Ferrari,+1.649s,28
11,7,Jarno Trulli,Toyota,+1.733s,22
7,8,Nico Rosberg,Williams Toyota,+1.793s,31
21,9,Giancarlo Fisichella,Force India Ferrari,+1.910s,32
12,10,Timo Glock,Toyota,+2.023s,28
16,11,Jenson Button,Honda,+2.073s,30
3,12,Nick Heidfeld,Sauber BMW,+2.172s,33
5,13,Fernando Alonso,Renault,+2.220s,37
17,14,Rubens Barrichello,Honda,+2.290s,28
4,15,Robert Kubica,Sauber BMW,+2.301s,35
8,16,Kazuki Nakajima,Williams Toyota,+2.518s,33
20,17,Adrian Sutil,Force India Ferrari,+2.602s,32
15,18,Sebastian Vettel,STR Ferrari,+2.634s,40
6,19,Nelson Piquet,Renault,+2.959s,14
14,20,Sebastien Bourdais,STR Ferrari,+3.046s,11
18,21,Takuma Sato,Super Aguri Honda,+4.104s,16
19,22,Anthony Davidson,Super Aguri Honda,+4.968s,8
