,Position,Driver,Car,Time / Gap,Laps
3,1,David Coulthard,McLaren Mercedes,1:15.407,40
6,2,Juan Pablo Montoya,Williams BMW,+0.136s,36
1,3,Michael Schumacher,Ferrari,+0.381s,41
4,4,Kimi Räikkönen,McLaren Mercedes,+0.539s,43
5,5,Ralf Schumacher,Williams BMW,+0.611s,45
24,6,Mika Salo,Toyota,+0.852s,39
12,7,Olivier Panis,BAR Honda,+0.926s,48
2,8,Rubens Barrichello,Ferrari,+1.033s,37
11,9,Jacques Villeneuve,BAR Honda,+1.041s,48
20,10,Heinz-Harald Frentzen,Arrows Cosworth,+1.386s,40
17,11,Pedro de la Rosa,Jaguar Cosworth,+1.394s,47
9,12,Giancarlo Fisichella,Jordan Honda,+1.582s,37
21,13,Enrique Bernoldi,Arrows Cosworth,+1.611s,28
7,14,Nick Heidfeld,Sauber Petronas,+1.843s,48
15,15,Jenson Button,Renault,+2.066s,34
8,16,Felipe Massa,Sauber Petronas,+2.082s,54
16,17,Eddie Irvine,Jaguar Cosworth,+2.358s,42
23,18,Mark Webber,Minardi Asiatech,+2.627s,36
10,19,Takuma Sato,Jordan Honda,+2.736s,34
25,20,Allan McNish,Toyota,+2.904s,34
14,21,Jarno Trulli,Renault,+3.058s,19
22,22,Alex Yoong,Minardi Asiatech,+3.643s,56
