,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,70,1:33:36.111,10
3,2,David Coulthard,McLaren Mercedes,70,+1.132s,6
2,3,Rubens Barrichello,Ferrari,70,+7.082s,4
4,4,Kimi Räikkönen,McLaren Mercedes,70,+37.563s,3
9,5,Giancarlo Fisichella,Jordan Honda,70,+42.812s,2
14,6,Jarno Trulli,Renault,70,+48.947s,1
5,7,Ralf Schumacher,Williams BMW,70,+51.518s,0
12,8,Olivier Panis,BAR Honda,69,+1 lap,0
8,9,Felipe Massa,Sauber Petronas,69,+1 lap,0
10,10,Takuma Sato,Jordan Honda,69,+1 lap,0
23,11,Mark Webber,Minardi Asiatech,69,+1 lap,0
7,12,Nick Heidfeld,Sauber Petronas,69,+1 lap,0
20,13,Heinz-Harald Frentzen,Arrows Cosworth,69,+1 lap,0
22,14,Alex Yoong,Minardi Asiatech,68,+2 laps,0
15,15,Jenson Button,Renault,65,DNF,0
6,NC,Juan Pablo Montoya,Williams BMW,56,DNF,0
25,NC,Allan McNish,Toyota,45,DNF,0
16,NC,Eddie Irvine,Jaguar Cosworth,41,DNF,0
24,NC,Mika Salo,Toyota,41,DNF,0
17,NC,Pedro de la Rosa,Jaguar Cosworth,29,DNF,0
21,NC,Enrique Bernoldi,Arrows Cosworth,16,DNF,0
11,NC,Jacques Villeneuve,BAR Honda,8,DNF,0
