,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Juan Pablo Montoya,Williams BMW,50,1:15.960,206.682
1,2,Michael Schumacher,Ferrari,37,1:15.971,206.652
2,3,Rubens Barrichello,Ferrari,21,1:16.100,206.302
3,4,David Coulthard,McLaren Mercedes,69,1:16.369,205.575
5,5,Ralf Schumacher,Williams BMW,57,1:16.446,205.368
4,6,Kimi Räikkönen,McLaren Mercedes,70,1:16.553,205.081
9,7,Giancarlo Fisichella,Jordan Honda,44,1:16.658,204.800
8,8,Felipe Massa,Sauber Petronas,38,1:17.017,203.845
14,9,Jarno Trulli,Renault,68,1:17.128,203.552
12,10,Olivier Panis,BAR Honda,38,1:17.202,203.357
7,11,Nick Heidfeld,Sauber Petronas,68,1:17.265,203.191
10,12,Takuma Sato,Jordan Honda,67,1:17.336,203.005
24,13,Mika Salo,Toyota,28,1:17.539,202.473
15,14,Jenson Button,Renault,33,1:17.747,201.931
23,15,Mark Webber,Minardi Asiatech,67,1:17.807,201.776
16,16,Eddie Irvine,Jaguar Cosworth,38,1:17.813,201.760
20,17,Heinz-Harald Frentzen,Arrows Cosworth,32,1:17.892,201.556
25,18,Allan McNish,Toyota,38,1:18.263,200.600
22,19,Alex Yoong,Minardi Asiatech,32,1:18.466,200.081
17,20,Pedro de la Rosa,Jaguar Cosworth,28,1:18.964,198.819
21,21,Enrique Bernoldi,Arrows Cosworth,13,1:19.125,198.415
11,22,Jacques Villeneuve,BAR Honda,5,1:20.084,196.039
