,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:24.482,38
6,2,Nico Rosberg,Mercedes,+0.238s,38
1,3,Sebastian Vettel,Red Bull Racing Renault,+0.629s,33
14,4,Fernando Alonso,Ferrari,+0.955s,26
20,5,Kevin Magnussen,McLaren Mercedes,+1.098s,34
7,6,Kimi Räikkönen,Ferrari,+1.248s,30
3,7,Daniel Ricciardo,Red Bull Racing Renault,+1.501s,29
77,8,Valtteri Bottas,Williams Mercedes,+1.517s,37
22,9,Jenson Button,McLaren Mercedes,+1.752s,33
19,10,Felipe Massa,Williams Mercedes,+1.920s,18
26,11,Daniil Kvyat,STR Renault,+2.207s,42
25,12,Jean-Eric Vergne,STR Renault,+2.221s,37
27,13,Nico Hulkenberg,Force India Mercedes,+2.307s,39
99,14,Adrian Sutil,Sauber Ferrari,+2.437s,41
11,15,Sergio Perez,Force India Mercedes,+2.531s,39
13,16,Pastor Maldonado,Lotus Renault,+2.537s,40
8,17,Romain Grosjean,Lotus Renault,+2.539s,14
21,18,Esteban Gutierrez ,Sauber Ferrari,+2.998s,32
10,19,Kamui Kobayashi,Caterham Renault,+3.888s,35
17,20,Jules Bianchi,Marussia Ferrari,+3.987s,26
4,21,Max Chilton,Marussia Ferrari,+4.104s,35
9,22,Marcus Ericsson,Caterham Renault,+4.554s,34
