,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:24.048,21
6,2,Nico Rosberg,Mercedes,+0.047s,24
1,3,Sebastian Vettel,Red Bull Racing Renault,+0.407s,16
3,4,Daniel Ricciardo,Red Bull Racing Renault,+0.630s,15
77,5,Valtteri Bottas,Williams Mercedes,+0.637s,21
14,6,Fernando Alonso,Ferrari,+0.721s,11
7,7,Kimi Räikkönen,Ferrari,+0.770s,19
20,8,Kevin Magnussen,McLaren Mercedes,+0.819s,21
25,9,Jean-Eric Vergne,STR Renault,+1.114s,17
26,10,Daniil Kvyat,STR Renault,+1.122s,19
19,11,Felipe Massa,Williams Mercedes,+1.183s,18
22,12,Jenson Button,McLaren Mercedes,+1.420s,14
13,13,Pastor Maldonado,Lotus Renault,+1.781s,22
8,14,Romain Grosjean,Lotus Renault,+1.811s,19
99,15,Adrian Sutil,Sauber Ferrari,+1.886s,21
21,16,Esteban Gutierrez ,Sauber Ferrari,+1.975s,23
27,17,Nico Hulkenberg,Force India Mercedes,+1.987s,19
11,18,Sergio Perez,Force India Mercedes,+2.094s,17
10,19,Kamui Kobayashi,Caterham Renault,+3.512s,23
4,20,Max Chilton,Marussia Ferrari,+4.035s,17
9,21,Marcus Ericsson,Caterham Renault,+4.557s,22
17,22,Jules Bianchi,Marussia Ferrari,+4.773s,14
