,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:22.715
1,2,Sebastian Vettel,Red Bull Racing Renault,1:23.201
77,3,Valtteri Bottas,Williams Mercedes,1:23.354
3,4,Daniel Ricciardo,Red Bull Racing Renault,1:23.391
14,5,Fernando Alonso,Ferrari,1:23.909
19,6,Felipe Massa,Williams Mercedes,1:24.223
22,7,Jenson Button,McLaren Mercedes,1:24.294
25,8,Jean-Eric Vergne,STR Renault,1:24.720
27,9,Nico Hulkenberg,Force India Mercedes,1:24.775
26,10,Daniil Kvyat,STR Renault,1:24.706
99,11,Adrian Sutil,Sauber Ferrari,1:25.136
11,12,Sergio Perez,Force India Mercedes,1:25.211
21,13,Esteban Gutierrez ,Sauber Ferrari,1:25.260
8,14,Romain Grosjean,Lotus Renault,1:25.337
17,15,Jules Bianchi,Marussia Ferrari,1:27.419
7,16,Kimi Räikkönen,Ferrari,1:26.792
10,17,Kamui Kobayashi,Caterham Renault,1:27.139
4,18,Max Chilton,Marussia Ferrari,1:27.819
9,19,Marcus Ericsson,Caterham Renault,1:28.643
13,20,Pastor Maldonado,Lotus Renault,
