,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Rubens Barrichello,Ferrari,41,1:21.046,257.320
1,2,Michael Schumacher,Ferrari,35,1:21.361,256.324
4,3,Antonio Pizzonia,Williams BMW,32,1:22.246,253.566
11,4,Giancarlo Fisichella,Sauber Petronas,51,1:22.615,252.433
10,5,Takuma Sato,BAR Honda,32,1:22.660,252.296
9,6,Jenson Button,BAR Honda,13,1:22.671,252.262
7,7,Jarno Trulli,Renault,52,1:22.855,251.702
8,8,Fernando Alonso,Renault,31,1:22.881,251.623
5,9,David Coulthard,McLaren Mercedes,24,1:22.889,251.599
3,10,Juan Pablo Montoya,Williams BMW,32,1:22.929,251.477
12,11,Felipe Massa,Sauber Petronas,50,1:22.941,251.441
14,12,Mark Webber,Jaguar Cosworth,53,1:23.090,250.990
6,13,Kimi Räikkönen,McLaren Mercedes,11,1:23.365,250.162
16,14,Ricardo Zonta,Toyota,52,1:23.410,250.027
15,15,Christian Klien,Jaguar Cosworth,29,1:23.432,249.961
19,16,Giorgio Pantano,Jordan Ford,13,1:24.061,248.091
18,17,Nick Heidfeld,Jordan Ford,23,1:24.166,247.781
21,18,Zsolt Baumgartner,Minardi Cosworth,31,1:26.356,241.497
20,19,Gianmaria Bruni,Minardi Cosworth,24,1:26.371,241.456
