,Position,Driver,Car,Laps,Time,Points
2,1,Rubens Barrichello,Ferrari,53,1:15:18.448,10
1,2,Michael Schumacher,Ferrari,53,+1.347s,8
9,3,Jenson Button,BAR Honda,53,+10.197s,6
10,4,Takuma Sato,BAR Honda,53,+15.370s,5
3,5,Juan Pablo Montoya,Williams BMW,53,+32.352s,4
5,6,David Coulthard,McLaren Mercedes,53,+33.439s,3
4,7,Antonio Pizzonia,Williams BMW,53,+33.752s,2
11,8,Giancarlo Fisichella,Sauber Petronas,53,+35.431s,1
14,9,Mark Webber,Jaguar Cosworth,53,+56.761s,0
7,10,Jarno Trulli,Renault,53,+66.316s,0
16,11,Ricardo Zonta,Toyota,53,+82.531s,0
12,12,Felipe Massa,Sauber Petronas,52,+1 lap,0
15,13,Christian Klien,Jaguar Cosworth,52,+1 lap,0
18,14,Nick Heidfeld,Jordan Ford,52,+1 lap,0
21,15,Zsolt Baumgartner,Minardi Cosworth,50,+3 laps,0
8,NC,Fernando Alonso,Renault,40,DNF,0
19,NC,Giorgio Pantano,Jordan Ford,33,DNF,0
20,NC,Gianmaria Bruni,Minardi Cosworth,29,DNF,0
6,NC,Kimi Räikkönen,McLaren Mercedes,13,DNF,0
17,NC,Olivier Panis,Toyota,0,DNF,0
