,Position,Driver,Car,Time
2,1,Rubens Barrichello,Ferrari,1:20.089
3,2,Juan Pablo Montoya,Williams BMW,1:20.620
1,3,Michael Schumacher,Ferrari,1:20.637
8,4,Fernando Alonso,Renault,1:20.645
10,5,Takuma Sato,BAR Honda,1:20.715
9,6,Jenson Button,BAR Honda,1:20.786
6,7,Kimi Räikkönen,McLaren Mercedes,1:20.877
4,8,Antonio Pizzonia,Williams BMW,1:20.888
7,9,Jarno Trulli,Renault,1:21.027
5,10,David Coulthard,McLaren Mercedes,1:21.049
16,11,Ricardo Zonta,Toyota,1:21.520
14,12,Mark Webber,Jaguar Cosworth,1:21.602
17,13,Olivier Panis,Toyota,1:21.841
15,14,Christian Klien,Jaguar Cosworth,1:21.989
11,15,Giancarlo Fisichella,Sauber Petronas,1:22.239
12,16,Felipe Massa,Sauber Petronas,1:22.287
19,17,Giorgio Pantano,Jordan Ford,1:23.239
20,18,Gianmaria Bruni,Minardi Cosworth,1:24.940
21,19,Zsolt Baumgartner,Minardi Cosworth,1:25.808
18,20,Nick Heidfeld,Jordan Ford,1:22.301
