,Position,Driver,Car,Time
6,1,Ronnie Peterson,Lotus Ford,1:16.800
5,2,Mario Andretti,Lotus Ford,1:17.060
20,3,Jody Scheckter,Wolf Ford,1:17.370
1,4,Niki Lauda,Brabham Alfa Romeo,1:17.480
35,5,Riccardo Patrese,Arrows Ford,1:18.280
27,6,Alan  Jones,Williams Ford,1:18.360
26,7,Jacques Laffite,Ligier Matra,1:18.440
11,8,Carlos Reutemann,Ferrari,1:18.450
2,9,John Watson,Brabham Alfa Romeo,1:18.570
4,10,Patrick Depailler,Tyrrell Ford,1:18.730
14,11,Emerson Fittipaldi,Fittipaldi Ford,1:18.780
15,12,Jean-Pierre Jabouille,Renault,1:18.880
12,13,Gilles Villeneuve,Ferrari,1:18.990
7,14,James Hunt,McLaren Ford,1:19.050
22,15,Derek Daly,Ensign Ford,1:19.130
33,16,Bruno Giacomelli,McLaren Ford,1:19.790
17,17,Clay Regazzoni,Shadow Ford,1:19.830
16,18,Hans-Joachim Stuck,Shadow Ford,1:19.980
3,19,Didier Pironi,Tyrrell Ford,1:19.990
8,20,Patrick Tambay,McLaren Ford,1:20.140
25,21,Hector Rebaque,Lotus Ford,1:20.240
10,22,Keke Rosberg,ATS Ford,1:20.270
37,23,Arturo Merzario,Merzario Ford,1:20.350
30,24,Brett Lunger,McLaren Ford,1:20.390
19,25,Vittorio Brambilla,Surtees Ford,1:20.700
9,26,Jochen Mass,ATS Ford,1:20.710
